cell,integration_cluster,cell_type,sample_type
X232449780378532.N,4,Naive CD4+ T cells,N
X232450539089132.N,4,Pro-angiogenesis Macrophage,N
X232450553730862.N,2,Pro-angiogenesis Macrophage,N
X232450585122676.N,2,Pro-angiogenesis Macrophage,N
X232450585684331.N,2,Pro-angiogenesis Macrophage,N
X234992220102059.N,0,Blood Cell,N
X234992220400540.N,7,Pro-angiogenesis Macrophage,N
X234992247717110.N,6,Natural killer cell,N
X234992248219893.N,1,Effector/Memory CD4+ T cells,N
X234992266569563.N,7,Macrophage,N
X234992266825139.N,1,Effector/Memory CD4+ T cells,N
X235000944514998.N,2,Pro-angiogenesis Macrophage,N
X235000959191909.N,3,Pro-angiogenesis Macrophage,N
X235000959778085.N,6,Natural killer cell,N
X235000971880795.N,2,Pro-angiogenesis Macrophage,N
X235000972065564.N,0,Effector/Memory CD4+ T cells,N
X235000972111260.N,4,Pro-angiogenesis Macrophage,N
X235000990456614.N,13,Lung Cancer Cell,N
X235007386801947.N,13,Lung Cancer Cell,N
X235007386802997.N,1,Effector/Memory CD8+ T cells,N
X235007387055902.N,2,Pro-angiogenesis Macrophage,N
X235007414061942.N,0,Effector/Memory CD4+ T cells,N
X235007433467629.N,2,Pro-angiogenesis Macrophage,N
X235007433652971.N,0,Effector/Memory CD4+ T cells,N
X235007433689948.N,1,Effector/Memory CD4+ T cells,N
X235069798271797.N,2,Pro-angiogenesis Macrophage,N
X235069812653412.N,2,Pro-angiogenesis Macrophage,N
X235069812959083.N,4,Macrophage,N
X235069813152603.N,2,Pro-angiogenesis Macrophage,N
X235069813410547.N,2,Pro-angiogenesis Macrophage,N
X235069813442333.N,2,Pro-angiogenesis Macrophage,N
X235069813512107.N,8,Non Blood Cell,N
X235069825477044.N,13,Lung Cancer Cell,N
X235069825740019.N,3,Pro-angiogenesis Macrophage,N
X235069844973790.N,7,Macrophage,N
X235070737987373.N,0,Natural killer cell,N
X235070738091251.N,3,Pro-angiogenesis Macrophage,N
X235070752246133.N,4,Macrophage,N
X235070752483100.N,6,Natural killer cell,N
X235070753033059.N,7,Macrophage,N
X235070753033443.N,1,Effector/Memory CD4+ T cells,N
X235070783674652.N,8,Any Cell,N
X235070783875494.N,2,Pro-angiogenesis Macrophage,N
X235070784170725.N,2,Pro-angiogenesis Macrophage,N
X235119995403676.N,4,Blood Cell,N
X235119995963676.N,3,Pro-angiogenesis Macrophage,N
X235119995991902.N,1,Effector/Memory CD4+ T cells,N
X235120010095027.N,9,Blood Cell,N
X235120010419508.N,2,Macrophage,N
X235120010651382.N,1,Effector/Memory CD4+ T cells,N
X235120023485662.N,6,Natural killer cell,N
X235120041847581.N,15,pDC,N
X235122008999796.N,2,Pro-angiogenesis Macrophage,N
X235122023361333.N,3,Pro-angiogenesis Macrophage,N
X235122036496157.N,2,Pro-angiogenesis Macrophage,N
X235122054846187.N,8,Non Blood Cell,N
X235122055341998.N,13,Non Blood Cell,N
X235129927490987.N,1,Effector/Memory CD8+ T cells,N
X235129927519156.N,6,Natural killer cell,N
X235129927555446.N,11,Phagocytosis Macrophage,N
X235129928104732.N,2,Phagocytosis Macrophage,N
X235129928271707.N,4,Macrophage,N
X235129942468444.N,1,Effector/Memory CD8+ T cells,N
X235129942694324.N,3,Pro-angiogenesis Macrophage,N
X235129954752349.N,7,Pro-angiogenesis Macrophage,N
X235129954847156.N,6,CD8 T or NK cell,N
X235129973652318.N,1,Effector/Memory CD8+ T cells,N
X235188983614261.N,8,Lung Cancer Cell,N
X235188983842675.N,6,Natural killer cell,N
X235188984105909.N,3,Pro-angiogenesis Macrophage,N
X235188998327094.N,2,Pro-angiogenesis Macrophage,N
X235188998585627.N,1,Effector/Memory CD4+ T cells,N
X235188998592931.N,0,Effector/Memory CD8+ T cells,N
X235189010647926.N,6,Natural killer cell,N
X235189010880934.N,0,Effector/Memory CD4+ T cells,N
X235189029522164.N,1,Effector/Memory CD8+ T cells,N
X235198513067822.N,3,Pro-angiogenesis Macrophage,N
X235198513080037.N,0,Effector/Memory CD4+ T cells,N
X235198513080739.N,2,Pro-angiogenesis Macrophage,N
X235198513596846.N,8,Non Blood Cell,N
X235198528220403.N,1,Effector/Memory CD8+ T cells,N
X235198540114156.N,0,Blood Cell,N
X235198540799397.N,4,Macrophage,N
X235198559213405.N,0,Effector/Memory CD4+ T cells,N
X235198559665508.N,0,Effector/Memory CD4+ T cells,N
X235199318911325.N,3,Pro-angiogenesis Macrophage,N
X235199345420596.N,8,Stromal Cell,N
X235199345936795.N,0,Effector/Memory CD4+ T cells,N
X235199364777900.N,3,Pro-angiogenesis Macrophage,N
X235199365011819.N,2,Pro-angiogenesis Macrophage,N
X235199365073333.N,2,Pro-angiogenesis Macrophage,N
X235214350499243.N,3,Pro-angiogenesis Macrophage,N
X235214351316829.N,3,Pro-angiogenesis Macrophage,N
X235214365178291.N,2,Pro-angiogenesis Macrophage,N
X235214365416172.N,1,Effector/Memory CD8+ T cells,N
X235214378067764.N,3,Pro-angiogenesis Macrophage,N
X235214396606827.N,0,Effector/Memory CD4+ T cells,N
X235214396676828.N,3,Pro-angiogenesis Macrophage,N
X235533386594677.N,0,Effector/Memory CD4+ T cells,N
X235533400655790.N,3,Pro-angiogenesis Macrophage,N
X235533400754542.N,3,Pro-angiogenesis Macrophage,N
X235533401012523.N,4,Macrophage,N
X235533401505061.N,0,Blood Cell,N
X235533413538149.N,3,Pro-angiogenesis Macrophage,N
X235533413600053.N,2,Pro-angiogenesis Macrophage,N
X235533432153909.N,3,Pro-angiogenesis Macrophage,N
X235548433402668.N,7,Pro-angiogenesis Macrophage,N
X235548433931676.N,7,Pro-angiogenesis Macrophage,N
X235548445924123.N,2,Pro-angiogenesis Macrophage,N
X235548464830301.N,11,LAMP3 cDC,N
X235548465322931.N,2,Pro-angiogenesis Macrophage,N
X235550834346731.N,1,Effector/Memory CD8+ T cells,N
X235550834546539.N,0,Effector/Memory CD4+ T cells,N
X235550834646379.N,2,Pro-angiogenesis Macrophage,N
X235550849001198.N,7,Macrophage,N
X235550849226669.N,4,Macrophage,N
X235550849289572.N,2,Pro-angiogenesis Macrophage,N
X235550849317219.N,4,Pro-angiogenesis Macrophage,N
X235550849755053.N,2,Pro-angiogenesis Macrophage,N
X235550861547245.N,6,Natural killer cell,N
X235550862330715.N,2,Pro-angiogenesis Macrophage,N
X235550880946987.N,7,Macrophage,N
X235550881016156.N,0,Effector/Memory CD4+ T cells,N
X235559290878771.N,0,Effector/Memory CD4+ T cells,N
X235559304677725.N,0,Effector/Memory CD4+ T cells,N
X235559305239909.N,3,Pro-angiogenesis Macrophage,N
X235559305525597.N,3,Pro-angiogenesis Macrophage,N
X235559317322597.N,11,cDC2,N
X235559318120158.N,1,Effector/Memory CD4+ T cells,N
X235559336458141.N,2,Pro-angiogenesis Macrophage,N
X235601986214748.N,6,Natural killer cell,N
X235601986440116.N,3,Pro-angiogenesis Macrophage,N
X235601986772190.N,2,Pro-angiogenesis Macrophage,N
X235601998530909.N,6,Natural killer cell,N
X235601998539508.N,0,Effector/Memory CD4+ T cells,N
X235601999386340.N,4,Macrophage,N
X235602017401269.N,7,Pro-angiogenesis Macrophage,N
X235602017937819.N,3,Pro-angiogenesis Macrophage,N
X235626667367773.N,0,T regulatory cells,N
X235626667662699.N,3,Pro-angiogenesis Macrophage,N
X235626667820965.N,2,Pro-angiogenesis Macrophage,N
X235626668092645.N,6,Natural killer cell,N
X235626682242908.N,1,Effector/Memory CD8+ T cells,N
X235626682537710.N,0,Effector/Memory CD4+ T cells,N
X235626682862819.N,7,Pro-angiogenesis Macrophage,N
X235626695448926.N,0,Effector/Memory CD4+ T cells,N
X235626714314998.N,2,Pro-angiogenesis Macrophage,N
X235678475341212.N,2,Pro-angiogenesis Macrophage,N
X235678475675955.N,6,Natural killer cell,N
X235678475963635.N,3,Pro-angiogenesis Macrophage,N
X235678490322780.N,3,Pro-angiogenesis Macrophage,N
X235678490348764.N,3,Pro-angiogenesis Macrophage,N
X235678490380662.N,4,Pro-angiogenesis Macrophage,N
X235678503422325.N,7,Macrophage,N
X235678521781478.N,2,Pro-angiogenesis Macrophage,N
X235678522075046.N,5,Blood Cell,N
X235678522097068.N,2,Pro-angiogenesis Macrophage,N
X235678522259758.N,0,Lung Cancer Cell,N
X235678522301876.N,7,Macrophage,N
X235695789431644.N,8,Pro-angiogenesis Macrophage,N
X235695804434853.N,2,Pro-angiogenesis Macrophage,N
X235695804667630.N,3,Pro-angiogenesis Macrophage,N
X235695804738781.N,4,Phagocytosis Macrophage,N
X235695804955875.N,4,Pro-angiogenesis Macrophage,N
X235695816784732.N,2,Pro-angiogenesis Macrophage,N
X235695816791788.N,8,Cancer Associated Fibroblasts,N
X235695816980852.N,3,Pro-angiogenesis Macrophage,N
X235695835830557.N,6,Natural killer cell,N
X235697668545460.N,6,Natural killer cell,N
X235697669294822.N,3,Pro-angiogenesis Macrophage,N
X235697683487516.N,0,Effector/Memory CD4+ T cells,N
X235697695742374.N,2,Pro-angiogenesis Macrophage,N
X235697696553909.N,7,Macrophage,N
X235697696623004.N,3,Pro-angiogenesis Macrophage,N
X235697714612126.N,2,Pro-angiogenesis Macrophage,N
X235697714968422.N,2,Pro-angiogenesis Macrophage,N
X235737666140062.N,4,Pro-angiogenesis Macrophage,N
X235737680824675.N,3,Pro-angiogenesis Macrophage,N
X235737680861597.N,8,Non Blood Cell,N
X235737680885685.N,3,Pro-angiogenesis Macrophage,N
X235737712122164.N,1,Effector/Memory CD8+ T cells,N
X235737712282923.N,6,Natural killer cell,N
X235763032549150.N,2,Pro-angiogenesis Macrophage,N
X235763032570788.N,7,Pro-inflammatory Macrophage,N
X235763032808860.N,2,Pro-angiogenesis Macrophage,N
X235763047189869.N,3,Pro-angiogenesis Macrophage,N
X235763047487710.N,12,Endothelial Cells,N
X235763060303715.N,2,Pro-angiogenesis Macrophage,N
X235763078908332.N,2,Macrophage,N
X235763078973797.N,4,Macrophage,N
X235763079232757.N,3,Pro-angiogenesis Macrophage,N
X236082068142892.N,2,Pro-angiogenesis Macrophage,N
X236082082769836.N,3,Pro-angiogenesis Macrophage,N
X236082082831787.N,2,Pro-angiogenesis Macrophage,N
X236082082994012.N,7,Pro-angiogenesis Macrophage,N
X236082083063539.N,0,Effector/Memory CD4+ T cells,N
X236082083325676.N,1,Effector/Memory CD4+ T cells,N
X236082096126883.N,3,Pro-angiogenesis Macrophage,N
X236082096127411.N,4,Pro-angiogenesis Macrophage,N
X236082115005787.N,3,Pro-angiogenesis Macrophage,N
X236082115008734.N,9,Pro-angiogenesis Macrophage,N
X236082115078366.N,6,Natural killer cell,N
X236167162129195.N,0,Naive CD4+ T cells,N
X236167162881838.N,2,Pro-angiogenesis Macrophage,N
X236167176861556.N,6,Natural killer cell,N
X236167177034085.N,0,Effector/Memory CD4+ T cells,N
X236167177070428.N,13,Lung Cancer Cell,N
X236167189904115.N,14,Blood Cell,N
X236167208228724.N,2,Phagocytosis Macrophage,N
X236167208487284.N,0,Effector/Memory CD4+ T cells,N
X236169981454646.N,3,Pro-angiogenesis Macrophage,N
X236169995438453.N,4,Macrophage,N
X236169996167531.N,7,Pro-angiogenesis Macrophage,N
X236170008280358.N,13,Lung Cancer Cell,N
X236170008705965.N,2,Pro-angiogenesis Macrophage,N
X236170008812780.N,0,Effector/Memory CD4+ T cells,N
X236170026804966.N,3,Pro-angiogenesis Macrophage,N
X236170027060141.N,3,Pro-angiogenesis Macrophage,N
X236170027682524.N,8,Stromal Cell,N
X236175633373924.N,0,Effector/Memory CD4+ T cells,N
X236175645666083.N,7,Pro-inflammatory Macrophage,N
X236175645919963.N,0,T regulatory cells,N
X236176826394996.N,2,Pro-angiogenesis Macrophage,N
X236176826547038.N,3,Pro-angiogenesis Macrophage,N
X236176826624349.N,4,Phagocytosis Macrophage,N
X236176840447915.N,0,Effector/Memory CD4+ T cells,N
X236176841030379.N,4,Macrophage,N
X236176853056427.N,3,Pro-angiogenesis Macrophage,N
X236176853362550.N,0,Blood Cell,N
X236176853587740.N,3,Pro-angiogenesis Macrophage,N
X236176853612276.N,2,Pro-angiogenesis Macrophage,N
X236176853842158.N,4,Naive CD4+ T cells,N
X236176872688358.N,11,cDC1,N
X236177512380700.N,4,Pro-angiogenesis Macrophage,N
X236177543588188.N,2,Pro-angiogenesis Macrophage,N
X236221654743980.N,2,Pro-angiogenesis Macrophage,N
X236221654751158.N,4,Macrophage,N
X236221654817011.N,6,Natural killer cell,N
X236221669271475.N,3,Pro-angiogenesis Macrophage,N
X236221669521763.N,0,Effector/Memory CD4+ T cells,N
X236221669956964.N,2,Pro-angiogenesis Macrophage,N
X236221682044212.N,0,Effector/Memory CD4+ T cells,N
X236221682308892.N,6,Natural killer cell,N
X236221682575094.N,1,CD8 T or NK cell,N
X236221700959582.N,2,Pro-angiogenesis Macrophage,N
X236221701414309.N,0,Effector/Memory CD4+ T cells,N
X236221701507955.N,0,Effector/Memory CD4+ T cells,N
X236288361060653.N,4,Pro-angiogenesis Macrophage,N
X236288361544028.N,3,Pro-angiogenesis Macrophage,N
X236288375417068.N,2,Pro-angiogenesis Macrophage,N
X236288375445931.N,13,Lung Cancer Cell,N
X236288375638885.N,3,Pro-angiogenesis Macrophage,N
X236288376269110.N,3,Pro-angiogenesis Macrophage,N
X236288388316454.N,9,Pro-angiogenesis Macrophage,N
X236288407427429.N,1,Effector/Memory CD8+ T cells,N
X236633986555109.N,1,Effector/Memory CD4+ T cells,N
X236633986555174.N,3,Pro-angiogenesis Macrophage,N
X236633986644396.N,2,Pro-angiogenesis Macrophage,N
X236633998646109.N,3,Pro-angiogenesis Macrophage,N
X236634017519397.N,4,Pro-angiogenesis Macrophage,N
X236634017580982.N,3,Pro-angiogenesis Macrophage,N
X236634018007854.N,1,Effector/Memory CD8+ T cells,N
X236634018297646.N,3,Pro-angiogenesis Macrophage,N
X236634018311526.N,4,Blood Cell,N
X236639623239606.N,6,Natural killer cell,N
X236639623956339.N,0,Blood Cell,N
X236639636088757.N,7,Pro-inflammatory Macrophage,N
X236639636539819.N,3,Pro-angiogenesis Macrophage,N
X236639654701291.N,0,Effector/Memory CD4+ T cells,N
X236650077567788.N,3,Pro-angiogenesis Macrophage,N
X236650077731766.N,2,Pro-angiogenesis Macrophage,N
X236650092477238.N,4,Macrophage,N
X236768070069091.N,4,Phagocytosis Macrophage,N
X236768070121717.N,0,Blood Cell,N
X236768070155564.N,6,Natural killer cell,N
X236768082192307.N,0,Naive CD4+ T cells,N
X236768082479853.N,4,Any Cell,N
X236768082679654.N,2,Pro-angiogenesis Macrophage,N
X236768101559198.N,2,Pro-angiogenesis Macrophage,N
X236785369298851.N,2,Pro-angiogenesis Macrophage,N
X236846706748196.N,8,Endothelial Cells,N
X236846707264932.N,0,Effector/Memory CD4+ T cells,N
X236846721161966.N,0,T or NK Cell,N
X236846733748980.N,6,Natural killer cell,N
X236846734568283.N,0,Effector/Memory CD4+ T cells,N
X236846734589347.N,3,Pro-angiogenesis Macrophage,N
X236846752909669.N,7,Macrophage,N
X239382616303981.N,6,Natural killer cell,N
X239382616566635.N,3,Pro-angiogenesis Macrophage,N
X239382617057508.N,8,Normal Fibroblast,N
X239382631140660.N,3,Pro-angiogenesis Macrophage,N
X239382643759468.N,12,Endothelial Cells,N
X239382643796716.N,8,Any Cell,N
X239382644312861.N,7,Pro-angiogenesis Macrophage,N
X239382662933276.N,6,Natural killer cell,N
X239391475452333.N,7,Pro-angiogenesis Macrophage,N
X239391489256222.N,2,Pro-angiogenesis Macrophage,N
X239391489509173.N,3,Pro-angiogenesis Macrophage,N
X239391501831012.N,1,Effector/Memory CD8+ T cells,N
X239391501929390.N,7,Pro-angiogenesis Macrophage,N
X239391502350636.N,4,Pro-angiogenesis Macrophage,N
X239391502617323.N,0,Effector/Memory CD4+ T cells,N
X239391521326899.N,3,Pro-angiogenesis Macrophage,N
X239407446551349.N,3,Pro-angiogenesis Macrophage,N
X239407446574836.N,11,cDC2,N
X239407447095084.N,6,Natural killer cell,N
X239407461420340.N,2,Macrophage,N
X239407474596595.N,1,Effector/Memory CD8+ T cells,N
X239407492950813.N,2,Pro-angiogenesis Macrophage,N
X239408788655534.N,7,Pro-inflammatory Macrophage,N
X239408789014325.N,1,Effector/Memory CD8+ T cells,N
X239408789436212.N,4,Macrophage,N
X239408803331483.N,12,Endothelial Cells,N
X239408803343278.N,0,Effector/Memory CD4+ T cells,N
X239408803364085.N,2,Pro-angiogenesis Macrophage,N
X239408803441379.N,4,Pro-angiogenesis Macrophage,N
X239408803952883.N,3,Pro-angiogenesis Macrophage,N
X239408804120990.N,4,Pro-angiogenesis Macrophage,N
X239408804182365.N,7,Macrophage,N
X239408815978221.N,2,Pro-angiogenesis Macrophage,N
X239408816249254.N,4,Pro-angiogenesis Macrophage,N
X239408816253725.N,4,Macrophage,N
X239408816744878.N,0,Effector/Memory CD4+ T cells,N
X239408834792307.N,1,CD4 or CD8 T cell,N
X239408835091747.N,3,Pro-angiogenesis Macrophage,N
X239408835122931.N,2,Pro-angiogenesis Macrophage,N
X239408835418420.N,0,Effector/Memory CD4+ T cells,N
X239448263411933.N,2,Pro-angiogenesis Macrophage,N
X239448263702948.N,6,Natural killer cell,N
X239448263978205.N,2,Pro-angiogenesis Macrophage,N
X239448264133492.N,3,Pro-angiogenesis Macrophage,N
X239448264198948.N,2,Pro-angiogenesis Macrophage,N
X239448276548830.N,8,Lung Cancer Cell,N
X239448295070510.N,3,Pro-angiogenesis Macrophage,N
X239448295660891.N,1,Natural killer cell,N
X239458061306213.N,2,Pro-angiogenesis Macrophage,N
X239458061310685.N,7,Pro-inflammatory Macrophage,N
X239458061564716.N,0,Effector/Memory CD4+ T cells,N
X239458073888494.N,2,Pro-angiogenesis Macrophage,N
X239458073925534.N,4,Pro-angiogenesis Macrophage,N
X239458092796660.N,7,Pro-angiogenesis Macrophage,N
X239458092805406.N,7,Pro-angiogenesis Macrophage,N
X239468515802419.N,0,Blood Cell,N
X239468516068197.N,4,Macrophage,N
X239468516326238.N,11,cDC1,N
X239468530490779.N,2,Pro-angiogenesis Macrophage,N
X239468530558748.N,7,Pro-angiogenesis Macrophage,N
X239468531010270.N,0,Naive CD4+ T cells,N
X239468542846822.N,8,Non Blood Cell,N
X239468562201885.N,2,Pro-angiogenesis Macrophage,N
X239475360652581.N,6,Natural killer cell,N
X239475361003294.N,0,Effector/Memory CD4+ T cells,N
X239475361004957.N,3,Pro-angiogenesis Macrophage,N
X239475361470765.N,0,Effector/Memory CD4+ T cells,N
X239475375659437.N,3,Pro-angiogenesis Macrophage,N
X239475375848860.N,6,Natural killer cell,N
X239475387984604.N,7,Pro-angiogenesis Macrophage,N
X239475388471142.N,3,Pro-angiogenesis Macrophage,N
X239475388733668.N,2,Pro-angiogenesis Macrophage,N
X239475407406949.N,7,Pro-inflammatory Macrophage,N
X239477239703787.N,4,Naive CD4+ T cells,N
X239477254441390.N,4,Effector/Memory CD4+ T cells,N
X239477267483053.N,6,Natural killer cell,N
X239477286430564.N,3,Pro-angiogenesis Macrophage,N
X239477286718172.N,0,Effector/Memory CD4+ T cells,N
X239587849787747.N,5,Blood Cell,N
X239587850369757.N,8,Lung Cancer Cell,N
X239587862928229.N,6,Natural killer cell,N
X239587881508259.N,7,Pro-inflammatory Macrophage,N
X239596290849517.N,1,Effector/Memory CD8+ T cells,N
X239596305799988.N,0,Blood Cell,N
X239596306351918.N,7,Pro-angiogenesis Macrophage,N
X239596318113077.N,3,Pro-angiogenesis Macrophage,N
X239596318185758.N,0,Effector/Memory CD4+ T cells,N
X239596337551133.N,9,Natural killer cell,N
X239932640716662.N,2,Pro-angiogenesis Macrophage,N
X239932641012580.N,4,Pro-angiogenesis Macrophage,N
X239932655233254.N,0,Naive CD4+ T cells,N
X239932655917862.N,1,Effector/Memory CD8+ T cells,N
X239932656012659.N,7,Pro-angiogenesis Macrophage,N
X239932667804508.N,13,Lung Cancer Cell,N
X239932668501283.N,3,Pro-angiogenesis Macrophage,N
X239932668532588.N,2,Pro-angiogenesis Macrophage,N
X239932687215028.N,3,Pro-angiogenesis Macrophage,N
X239946733579037.N,1,Effector/Memory CD8+ T cells,N
X239946734103781.N,3,Pro-angiogenesis Macrophage,N
X239946748287707.N,0,Effector/Memory CD4+ T cells,N
X239946748312939.N,6,Natural killer cell,N
X239946748577645.N,4,Macrophage,N
X239946748775149.N,4,Pro-angiogenesis Macrophage,N
X239946748869981.N,9,Pro-angiogenesis Macrophage,N
X239946760869675.N,1,Natural killer cell,N
X239946779773811.N,3,Pro-angiogenesis Macrophage,N
X240001494142382.N,3,Pro-angiogenesis Macrophage,N
X240001494510308.N,4,Macrophage,N
X240001494727413.N,2,Pro-angiogenesis Macrophage,N
X240001494964468.N,1,Effector/Memory CD4+ T cells,N
X240001521408422.N,14,Mast cell,N
X240001522232741.N,8,Phagocytosis Macrophage,N
X240001540610804.N,4,Pro-angiogenesis Macrophage,N
X240001540868334.N,3,Pro-angiogenesis Macrophage,N
X240094641342773.N,4,Macrophage,N
X240094642092398.N,8,Lung Cancer Cell,N
X240094656751979.N,3,Pro-angiogenesis Macrophage,N
X240094668540710.N,2,Pro-angiogenesis Macrophage,N
X240094668613556.N,0,Effector/Memory CD4+ T cells,N
X240094668842870.N,2,Pro-angiogenesis Macrophage,N
X240094687481126.N,3,Pro-angiogenesis Macrophage,N
X240094688233774.N,7,Macrophage,N
X240136785907053.N,0,Effector/Memory CD4+ T cells,N
X240136785935267.N,12,Endothelial Cells,N
X240136800324326.N,0,Effector/Memory CD4+ T cells,N
X240136800619740.N,6,Natural killer cell,N
X240136800880541.N,0,Effector/Memory CD4+ T cells,N
X240136801107230.N,4,Pro-angiogenesis Macrophage,N
X240136801180388.N,7,Macrophage,N
X240136813202333.N,0,Effector/Memory CD8+ T cells,N
X240136813209462.N,8,Lung Cancer Cell,N
X240136813234100.N,2,Pro-angiogenesis Macrophage,N
X240136832071518.N,2,Pro-angiogenesis Macrophage,N
X240154771666804.N,8,Lung Cancer Cell,N
X240154798941931.N,2,Pro-angiogenesis Macrophage,N
X240154817284531.N,2,Pro-angiogenesis Macrophage,N
X240154817542365.N,2,Pro-angiogenesis Macrophage,N
X240161213573427.N,0,Effector/Memory CD4+ T cells,N
X240161214056861.N,0,Effector/Memory CD4+ T cells,N
X240161240562550.N,3,Pro-angiogenesis Macrophage,N
X240161240575219.N,6,Natural killer cell,N
