cell,integration_cluster
X227846602541356_Y_.T,1
X227846603323251_Y_.T,0
X227846630096166_Y_.T,0
X227846648917222_Y_.T,0
X227846648950043_Y_.T,0
X227853850588958_Y_.T,0
X227853850819317_Y_.T,0
X227853851082014_Y_.T,2
X227853864922019_Y_.T,5
X227853864987421_Y_.T,0
X227853865248540_Y_.T,15
X227853865498355_Y_.T,15
X227853877864795_Y_.T,0
X227853878319924_Y_.T,1
X227903377463707_Y_.T,0
X227903391296284_Y_.T,5
X227903404391155_Y_.T,0
X227903422753692_Y_.T,1
X227903423244700_Y_.T,4
X227921630514013_Y_.T,1
X227921644869420_Y_.T,2
X227921644895588_Y_.T,1
X227921645161846_Y_.T,1
X227921645194460_Y_.T,1
X227921645386163_Y_.T,5
X227921658033908_Y_.T,4
X227921658296156_Y_.T,0
X227921676327654_Y_.T,8
X227921676422579_Y_.T,1
X227921676855670_Y_.T,0
X227921676876651_Y_.T,0
X227930488552862_Y_.T,1
X227930488626525_Y_.T,1
X227930488659165_Y_.T,9
X227930489383646_Y_.T,1
X227930503265525_Y_.T,7
X227930516114277_Y_.T,0
X227930534766379_Y_.T,6
X227930534993259_Y_.T,7
X227973438553387_Y_.T,4
X227973439055796_Y_.T,0
X227973439113564_Y_.T,0
X227973453010739_Y_.T,0
X227973453276893_Y_.T,1
X227975317542763_Y_.T,5
X227975317612963_Y_.T,0
X227975317637358_Y_.T,5
X227975331965870_Y_.T,0
X227975332284837_Y_.T,0
X227975332743582_Y_.T,7
X227975332805419_Y_.T,4
X227975344801637_Y_.T,1
X227975344834406_Y_.T,0
X227975345331563_Y_.T,2
X227975363676532_Y_.T,0
X227975363743029_Y_.T,0
X227975364040950_Y_.T,0
X227981760260525_Y_.T,1
X227981774935915_Y_.T,7
X227981786995574_Y_.T,5
X227981787027692_Y_.T,13
X227981787051757_Y_.T,0
X227981806390062_Y_.T,4
X227981806487347_Y_.T,11
X227982967756534_Y_.T,5
X227982967782301_Y_.T,5
X227982968012075_Y_.T,2
X227982968015771_Y_.T,14
X227982968274348_Y_.T,12
X227982982364571_Y_.T,4
X227982982733019_Y_.T,1
X227982983256804_Y_.T,5
X227982995769717_Y_.T,4
X227982995832227_Y_.T,0
X227983014348701_Y_.T,12
X227983014378731_Y_.T,0
X227990484240181_Y_.T,11
X227990484478876_Y_.T,5
X227990498855661_Y_.T,7
X227990498863390_Y_.T,0
X227990511184741_Y_.T,5
X227990511242035_Y_.T,5
X227990511700212_Y_.T,0
X227990511929644_Y_.T,1
X227990512033004_Y_.T,0
X227990530078566_Y_.T,9
X227990530091942_Y_.T,5
X227990530119915_Y_.T,9
X227990530546475_Y_.T,4
X227991424219942_Y_.T,7
X227991450670829_Y_.T,5
X227991450773740_Y_.T,0
X227991451285406_Y_.T,1
X228042023783846_Y_.T,1
X228042023820581_Y_.T,1
X228042024105822_Y_.T,9
X228042038696372_Y_.T,6
X228042038962093_Y_.T,0
X228042050858341_Y_.T,5
X228042051050267_Y_.T,0
X228042051074483_Y_.T,2
X228042051566958_Y_.T,4
X228042051570974_Y_.T,9
X228042069661477_Y_.T,0
X228042069694748_Y_.T,5
X228042069891827_Y_.T,8
X228042070510005_Y_.T,3
X230592321842021_Y_.T,7
X230592321870262_Y_.T,0
X230592322430827_Y_.T,0
X230592322652462_Y_.T,4
X230611622681821_Y_.T,8
X230611636668789_Y_.T,1
X230611668127068_Y_.T,6
X230611668815147_Y_.T,1
X230652424444205_Y_.T,0
X230652424701806_Y_.T,5
X230652438797038_Y_.T,11
X230652439083309_Y_.T,10
X230652439090988_Y_.T,0
X230652439284019_Y_.T,0
X230652470810341_Y_.T,0
X230652470843638_Y_.T,4
X230652471076574_Y_.T,0
X230652471097182_Y_.T,0
X230654464641765_Y_.T,1
X230654464682716_Y_.T,5
X230654483588846_Y_.T,0
X230654483589428_Y_.T,0
X230732686800758_Y_.T,5
X230732686806445_Y_.T,0
X230732687108830_Y_.T,4
X230732701060470_Y_.T,0
X230732701293340_Y_.T,0
X230732714167092_Y_.T,0
X230732732688181_Y_.T,8
X230732732775324_Y_.T,0
X230741410508077_Y_.T,2
X230741410991339_Y_.T,5
X230741425175331_Y_.T,0
X230741437769651_Y_.T,2
X230741438032300_Y_.T,1
X230741438512053_Y_.T,0
X230741456669990_Y_.T,5
X230741456673500_Y_.T,1
X230741456829341_Y_.T,0
X230749732005726_Y_.T,1
X230749732227813_Y_.T,4
X230749746609563_Y_.T,0
X230749746621748_Y_.T,0
X230749746682283_Y_.T,8
X230749746720053_Y_.T,10
X230749747210475_Y_.T,0
X230749747234653_Y_.T,10
X230749759204254_Y_.T,5
X230749759825780_Y_.T,5
X230749760022958_Y_.T,5
X230749778635043_Y_.T,5
X230749778635493_Y_.T,1
X230749778659244_Y_.T,5
X230749778893163_Y_.T,5
X230799392827246_Y_.T,11
X230799407737268_Y_.T,0
X230799407769334_Y_.T,1
X230799407957875_Y_.T,0
X230799420053291_Y_.T,5
X230799420091300_Y_.T,1
X230799438699302_Y_.T,8
X230799438993645_Y_.T,5
X230799439195059_Y_.T,9
X230799439222580_Y_.T,5
X230799439226724_Y_.T,5
X230800332376374_Y_.T,5
X230800347482846_Y_.T,0
X230800359902004_Y_.T,1
X230800359902428_Y_.T,8
X230807848208819_Y_.T,4
X230807848564531_Y_.T,4
X230807849003291_Y_.T,6
X230807849027934_Y_.T,5
X230807849068772_Y_.T,1
X230807862957859_Y_.T,1
X230807863713116_Y_.T,5
X230807863740188_Y_.T,0
X230807875471734_Y_.T,0
X230807875536622_Y_.T,12
X230807875808164_Y_.T,8
X230807876286254_Y_.T,0
X230807894669213_Y_.T,12
X230807895137701_Y_.T,4
X230809056262901_Y_.T,0
X230809056271581_Y_.T,0
X230809056987558_Y_.T,5
X230809056996131_Y_.T,0
X230809057028339_Y_.T,0
X230809083493238_Y_.T,1
X230809083525851_Y_.T,5
X230809083538292_Y_.T,0
X230809083766564_Y_.T,5
X230809083992988_Y_.T,1
X230809102309747_Y_.T,0
X230809102633843_Y_.T,2
X230816706653596_Y_.T,5
X230816707430830_Y_.T,1
X230816721296812_Y_.T,0
X230816721525093_Y_.T,0
X230816721550582_Y_.T,5
X230816721812318_Y_.T,5
X230816721877364_Y_.T,0
X230816722110254_Y_.T,1
X230816734103789_Y_.T,0
X230816734174493_Y_.T,4
X230816752717211_Y_.T,0
X230816752756533_Y_.T,0
X230816753040619_Y_.T,0
X231270765222836_Y_.T,0
X231270765452187_Y_.T,1
X231270765513590_Y_.T,0
X231270779870571_Y_.T,4
X231270780352947_Y_.T,1
X231270780430748_Y_.T,5
X231270780648734_Y_.T,10
X231270780721892_Y_.T,0
X231270792980387_Y_.T,0
X231270793238830_Y_.T,6
X231270793267931_Y_.T,10
X231279503989091_Y_.T,5
X231279504256235_Y_.T,0
X231279504607452_Y_.T,6
X231279504607532_Y_.T,0
X231279504775459_Y_.T,8
X231279516636893_Y_.T,1
X231279517121261_Y_.T,4
X231279517382894_Y_.T,10
X231279535516981_Y_.T,12
X231279535745773_Y_.T,2
X231280294640365_Y_.T,1
X231280295393197_Y_.T,9
X231280309295459_Y_.T,8
X231280309623707_Y_.T,5
X231280321943332_Y_.T,4
X231280321972075_Y_.T,2
X231280322235117_Y_.T,5
X231280322669854_Y_.T,1
X231280341077341_Y_.T,0
X231280341277021_Y_.T,1
X231280341313454_Y_.T,2
X231291315182516_Y_.T,1
X231291327802076_Y_.T,5
X231291327834420_Y_.T,5
X231291328022325_Y_.T,0
X231291347189086_Y_.T,7
X231291347228453_Y_.T,8
X231291347462389_Y_.T,0
X231291347482462_Y_.T,1
X231340558404830_Y_.T,2
X231340558409012_Y_.T,4
X231340558706923_Y_.T,10
X231340573048219_Y_.T,2
X231340573092076_Y_.T,0
X231340573144948_Y_.T,1
X231340573903652_Y_.T,5
X231340586192283_Y_.T,8
X231340586494179_Y_.T,3
X231340586522340_Y_.T,1
X231340604550044_Y_.T,1
X231340605131483_Y_.T,1
X231340605332187_Y_.T,0
X231365388687710_Y_.T,0
X231365389442269_Y_.T,4
X231365403860197_Y_.T,1
X231365415955301_Y_.T,5
X231365416476003_Y_.T,4
X231365416700660_Y_.T,0
X231365434853724_Y_.T,0
X231365435406253_Y_.T,5
X231366194544044_Y_.T,0
X231366194555125_Y_.T,1
X231366208699171_Y_.T,6
X231366209486051_Y_.T,9
X231366221289181_Y_.T,1
X231366240189811_Y_.T,3
X231692879980270_Y_.T,9
X231692880001949_Y_.T,5
X231692880242405_Y_.T,2
X231692894910901_Y_.T,8
X231692894944107_Y_.T,0
X231692895381811_Y_.T,1
X231692907465573_Y_.T,1
X231692907956524_Y_.T,5
X231692908055260_Y_.T,4
X231692926610149_Y_.T,5
X231692926867678_Y_.T,1
X231711804681013_Y_.T,2
X231711804876662_Y_.T,0
X231711805388596_Y_.T,0
X231711805396780_Y_.T,10
X231711805496093_Y_.T,2
X231711819548523_Y_.T,4
X231711819610531_Y_.T,6
X231711820135651_Y_.T,0
X231711851563958_Y_.T,0
X231711851600292_Y_.T,5
X231754888789301_Y_.T,0
X231754888863004_Y_.T,1
X231754889051571_Y_.T,7
X231754889087260_Y_.T,0
X231754889280310_Y_.T,5
X231754889321331_Y_.T,13
X231754903964403_Y_.T,0
X231754904038644_Y_.T,5
X231754916050796_Y_.T,5
X231754916653876_Y_.T,0
X231760525707061_Y_.T,2
X231760525736861_Y_.T,4
X231760526232484_Y_.T,0
X231760526425012_Y_.T,8
X231760526427995_Y_.T,4
X231760526428966_Y_.T,5
X231760540391851_Y_.T,1
X231760540584805_Y_.T,3
X231760541112629_Y_.T,6
X231760553426139_Y_.T,0
X231760553434462_Y_.T,0
X231760571808174_Y_.T,5
X231760572050726_Y_.T,3
X231760572108125_Y_.T,1
X231760572344731_Y_.T,0
X231770055371549_Y_.T,5
X231770055887197_Y_.T,10
X231770070366453_Y_.T,5
X231770070637790_Y_.T,5
X231770082393516_Y_.T,8
X231770082695590_Y_.T,5
X231770082884397_Y_.T,0
X231770082925468_Y_.T,1
X231770101311275_Y_.T,0
X231822802990894_Y_.T,11
X231822817615206_Y_.T,4
X231822817937716_Y_.T,5
X231822817966323_Y_.T,1
X231822818199324_Y_.T,0
X231822848834461_Y_.T,1
X231822848908069_Y_.T,1
X231822849104158_Y_.T,4
X231822849632117_Y_.T,0
X231822849690332_Y_.T,1
X231890180492123_Y_.T,0
X231890194942701_Y_.T,9
X231890195429227_Y_.T,8
X231890195434221_Y_.T,2
X231890195532582_Y_.T,1
X231890207263078_Y_.T,8
X231890207533996_Y_.T,4
X231890207562547_Y_.T,5
X231890226112230_Y_.T,1
X231890226629037_Y_.T,0
X231890226697957_Y_.T,0
X231890226933094_Y_.T,1
X231891388196726_Y_.T,0
X231891402647278_Y_.T,0
X231891402709341_Y_.T,0
X231891402938094_Y_.T,1
X231891402968292_Y_.T,0
X231891415775653_Y_.T,4
X231891415780707_Y_.T,1
X231891434649332_Y_.T,0
X231891434952987_Y_.T,9
X231897696525596_Y_.T,5
X231897710869860_Y_.T,4
X231897710914284_Y_.T,4
X231897711365044_Y_.T,5
X231897711426806_Y_.T,0
X231897711664028_Y_.T,4
X231897723721515_Y_.T,12
X231897723780390_Y_.T,1
X231897724046053_Y_.T,4
X231897724210101_Y_.T,1
X231897742849907_Y_.T,0
X231900112152302_Y_.T,1
X231900112410867_Y_.T,0
X231900112902445_Y_.T,5
X231900112903027_Y_.T,0
X231900112928036_Y_.T,0
X231900126768046_Y_.T,3
X231900126792422_Y_.T,1
X231900126800612_Y_.T,0
X231900127021987_Y_.T,0
X231900127029107_Y_.T,1
X231900127381804_Y_.T,1
X231900127549731_Y_.T,1
X231900127553843_Y_.T,5
X231900139634014_Y_.T,5
X231900158486950_Y_.T,9
X231907628305836_Y_.T,1
X231907628379372_Y_.T,0
X231907628608740_Y_.T,4
X231907643017573_Y_.T,2
X231907643217774_Y_.T,5
X231907643509998_Y_.T,5
X231907643542244_Y_.T,2
X231907643742517_Y_.T,0
X231907674474931_Y_.T,0
X231907674478876_Y_.T,11
X231907674995635_Y_.T,0
X231907675028195_Y_.T,5
X231917023775157_Y_.T,2
X231917024295198_Y_.T,4
X231917038459819_Y_.T,4
X231917038717876_Y_.T,2
X231917038811499_Y_.T,0
X231917038984548_Y_.T,8
X231917050845547_Y_.T,5
X231917051296557_Y_.T,0
X231917069981427_Y_.T,0
X231917070239469_Y_.T,0
X232261695522531_Y_.T,0
X232261709420253_Y_.T,0
X232261709424563_Y_.T,1
X232261710211382_Y_.T,5
X232261722003358_Y_.T,0
X232261722785635_Y_.T,4
X232301289421156_Y_.T,0
X232301303617326_Y_.T,5
X232301304077541_Y_.T,4
X232301304335070_Y_.T,0
X232301316496694_Y_.T,0
X232302631139101_Y_.T,2
X232302646287717_Y_.T,5
X232302646573862_Y_.T,1
X232302658411878_Y_.T,4
X232302658578868_Y_.T,1
X232302658664294_Y_.T,7
X232302677223795_Y_.T,0
X232302677801885_Y_.T,0
X232311355553699_Y_.T,9
X232311355819886_Y_.T,0
X232311356016491_Y_.T,0
X232311370245853_Y_.T,5
X232311370763635_Y_.T,4
X232311383059868_Y_.T,7
X232318602951083_Y_.T,0
X232318603581685_Y_.T,10
X232318617896820_Y_.T,0
X232318617963740_Y_.T,0
X232318618450804_Y_.T,0
X232318649645931_Y_.T,5
X232318649947941_Y_.T,5
X232318649952501_Y_.T,1
X232318649985261_Y_.T,0
X232321019201317_Y_.T,1
X232321033910627_Y_.T,0
X232321033915251_Y_.T,0
X232321034082524_Y_.T,5
X232321034369908_Y_.T,1
X232321034403043_Y_.T,0
X232321065113517_Y_.T,5
X232321065282854_Y_.T,5
X232321065348518_Y_.T,5
X232321065610012_Y_.T,1
X232327461915941_Y_.T,0
X232327476534107_Y_.T,0
X232327488620893_Y_.T,0
X232327488920294_Y_.T,6
X232327489371053_Y_.T,1
X232327507536158_Y_.T,0
X232327507793630_Y_.T,0
X232327508082036_Y_.T,10
X232328266640606_Y_.T,7
X232328267152307_Y_.T,8
X232328281611700_Y_.T,0
X232328281642796_Y_.T,3
X232328281839332_Y_.T,7
X232328282172637_Y_.T,1
X232328294226739_Y_.T,4
X232328294754531_Y_.T,0
X232328313040227_Y_.T,10
X232328313386790_Y_.T,1
X232328313395508_Y_.T,0
X232328313560485_Y_.T,1
X232330279938859_Y_.T,10
X232330279958373_Y_.T,1
X232330280221603_Y_.T,0
X232330280684844_Y_.T,5
X232330295364339_Y_.T,0
X232330295369060_Y_.T,9
X232330307193710_Y_.T,4
X232330307492262_Y_.T,1
X232330307955422_Y_.T,5
X232330326600091_Y_.T,1
X232330326817070_Y_.T,5
X232438996618102_Y_.T,0
X232438997104988_Y_.T,0
X232439011261677_Y_.T,1
X232439011306806_Y_.T,7
X232439011458460_Y_.T,3
X232439011796707_Y_.T,15
X232439023524782_Y_.T,5
X232439024073459_Y_.T,5
X232439024143716_Y_.T,4
X232439024376563_Y_.T,0
X232439043214710_Y_.T,0
X232449733933302_Y_.T,3
X232449733933996_Y_.T,1
X232449733938539_Y_.T,5
X232449734044388_Y_.T,5
X232449734523300_Y_.T,4
X232449760966558_Y_.T,1
X232449761266532_Y_.T,0
X232449761565917_Y_.T,1
X232449780596068_Y_.T,0
X232449780669787_Y_.T,5
X232450538985900_Y_.T,0
X232450539510582_Y_.T,5
X232450539547492_Y_.T,12
X232450554218348_Y_.T,0
X232450554251693_Y_.T,5
X232450585189158_Y_.T,5
X232450585389412_Y_.T,0
X232450585421662_Y_.T,0
X234992234786100_Y_.T,1
X234992234813301_Y_.T,12
X234992234851611_Y_.T,14
X235000944282548_Y_.T,4
X235000944282846_Y_.T,7
X235000944318198_Y_.T,4
X235000959196075_Y_.T,1
X235000959814363_Y_.T,0
X235000972299678_Y_.T,12
X235000990653230_Y_.T,2
X235000990984036_Y_.T,0
X235007387056035_Y_.T,0
X235007387481908_Y_.T,7
X235007401650605_Y_.T,4
X235007402273051_Y_.T,1
X235007414299421_Y_.T,0
X235007433136933_Y_.T,9
X235069797947820_Y_.T,7
X235069798804316_Y_.T,0
X235069812890539_Y_.T,2
X235069813442804_Y_.T,5
X235070737729973_Y_.T,0
X235070737837413_Y_.T,1
X235070752185772_Y_.T,1
X235070752417636_Y_.T,1
X235070752767259_Y_.T,5
X235070764996902_Y_.T,1
X235070765288307_Y_.T,0
X235070783641381_Y_.T,1
X235070783867821_Y_.T,11
X235070783897003_Y_.T,1
X235070784167332_Y_.T,0
X235122008935220_Y_.T,2
X235122009004333_Y_.T,9
X235122023685414_Y_.T,0
X235122036230508_Y_.T,1
X235122036526436_Y_.T,1
X235129927748518_Y_.T,1
X235129942730972_Y_.T,1
X235129955044725_Y_.T,1
X235129955084213_Y_.T,9
X235129955334453_Y_.T,11
X235129974188395_Y_.T,1
X235129974410539_Y_.T,1
X235188983327531_Y_.T,5
X235188983646068_Y_.T,5
X235188998756661_Y_.T,1
X235188998851427_Y_.T,1
X235189010848101_Y_.T,5
X235189011101990_Y_.T,0
X235189011109734_Y_.T,10
X235198513371934_Y_.T,0
X235198513568045_Y_.T,4
X235198527792861_Y_.T,6
X235198540536236_Y_.T,1
X235198558883174_Y_.T,0
X235198559730931_Y_.T,10
X235199318383909_Y_.T,12
X235199318387107_Y_.T,1
X235199318669100_Y_.T,5
X235199318674291_Y_.T,9
X235199333096667_Y_.T,4
X235199333362467_Y_.T,5
X235199345317613_Y_.T,0
X235199345420596_Y_.T,10
X235199345932190_Y_.T,12
X235199346203884_Y_.T,5
X235199364197614_Y_.T,4
X235199364778229_Y_.T,5
X235214351002926_Y_.T,0
X235214351289268_Y_.T,5
X235214365186404_Y_.T,2
X235214365473123_Y_.T,5
X235214365473643_Y_.T,9
X235214365735275_Y_.T,4
X235214377773788_Y_.T,1
X235214378322331_Y_.T,0
X235214378329949_Y_.T,0
X235214396643228_Y_.T,1
X235214396669364_Y_.T,3
X235214397422380_Y_.T,0
X235214397454582_Y_.T,0
X235533386050276_Y_.T,1
X235533386082076_Y_.T,5
X235533386279348_Y_.T,1
X235533400979742_Y_.T,4
X235533401183972_Y_.T,0
X235533401221340_Y_.T,0
X235533413268206_Y_.T,1
X235533413862236_Y_.T,6
X235533413862620_Y_.T,1
X235533414059294_Y_.T,5
X235533432448876_Y_.T,1
X235548418358686_Y_.T,3
X235548418391477_Y_.T,1
X235548418403115_Y_.T,1
X235548418403566_Y_.T,1
X235548418432349_Y_.T,2
X235548433370468_Y_.T,0
X235548445628829_Y_.T,5
X235548445661420_Y_.T,0
X235548446451566_Y_.T,5
X235548465085283_Y_.T,0
X235548465322206_Y_.T,4
X235550834314164_Y_.T,0
X235550834604963_Y_.T,0
X235550834871589_Y_.T,5
X235550834911604_Y_.T,5
X235550861806309_Y_.T,0
X235550862068060_Y_.T,2
X235550880520924_Y_.T,6
X235559290554221_Y_.T,1
X235559290845604_Y_.T,0
X235559304710886_Y_.T,7
X235559305004901_Y_.T,1
X235559317364070_Y_.T,3
X235559317780780_Y_.T,1
X235559317884326_Y_.T,4
X235559336438700_Y_.T,1
X235559336753902_Y_.T,1
X235559336924901_Y_.T,0
X235559337024292_Y_.T,1
X235601971571483_Y_.T,2
X235601971793260_Y_.T,1
X235601985980763_Y_.T,1
X235601986537309_Y_.T,0
X235601986808179_Y_.T,5
X235601998866228_Y_.T,0
X235601999292124_Y_.T,15
X235601999312686_Y_.T,1
X235602017904997_Y_.T,10
X235602017965876_Y_.T,1
X235626667829092_Y_.T,9
X235626668111772_Y_.T,1
X235626682051357_Y_.T,4
X235626682595691_Y_.T,0
X235626694658990_Y_.T,0
X235626714257771_Y_.T,0
X235678475704555_Y_.T,5
X235678490838813_Y_.T,3
X235678503226204_Y_.T,2
X235695789427638_Y_.T,3
X235695789460404_Y_.T,0
X235695789750062_Y_.T,0
X235695789783918_Y_.T,1
X235695804202350_Y_.T,0
X235695804430755_Y_.T,0
X235695804893604_Y_.T,5
X235695816722781_Y_.T,11
X235695835666653_Y_.T,1
X235697668573533_Y_.T,4
X235697669033195_Y_.T,8
X235697669105892_Y_.T,0
X235697669355803_Y_.T,0
X235697683511662_Y_.T,0
X235697683740598_Y_.T,5
X235697683938677_Y_.T,5
X235697683979164_Y_.T,4
X235697695741662_Y_.T,14
X235697696553205_Y_.T,11
X235697714974070_Y_.T,4
X235697715441012_Y_.T,2
X235737665419109_Y_.T,8
X235737665456477_Y_.T,0
X235737666214635_Y_.T,1
X235737680107947_Y_.T,2
X235737680636139_Y_.T,4
X235737693179291_Y_.T,11
X235737693408181_Y_.T,5
X235737693443948_Y_.T,6
X235737712015157_Y_.T,5
X235763032877422_Y_.T,0
X235763047517404_Y_.T,1
X235763047545198_Y_.T,1
X235763048074653_Y_.T,1
X235763079169949_Y_.T,1
X235763079437733_Y_.T,5
X236082068122421_Y_.T,0
X236082068150508_Y_.T,0
X236082068344173_Y_.T,4
X236082068412828_Y_.T,11
X236082068645613_Y_.T,11
X236082068876085_Y_.T,5
X236082068908892_Y_.T,10
X236082082793389_Y_.T,8
X236082082793902_Y_.T,1
X236082083288796_Y_.T,8
X236082095405862_Y_.T,2
X236082095909667_Y_.T,1
X236082095941483_Y_.T,12
X236082114255654_Y_.T,7
X236082114815837_Y_.T,5
X236167162117532_Y_.T,2
X236167162969387_Y_.T,8
X236167176829731_Y_.T,4
X236167177030388_Y_.T,4
X236167177558307_Y_.T,1
X236167189649262_Y_.T,14
X236167208294123_Y_.T,5
X236167208491829_Y_.T,5
X236169996131621_Y_.T,0
X236169996225318_Y_.T,0
X236169996225379_Y_.T,0
X236170008192884_Y_.T,1
X236170008484709_Y_.T,8
X236175618587446_Y_.T,9
X236175633012587_Y_.T,0
X236175645166958_Y_.T,0
X236175645338036_Y_.T,0
X236175664245676_Y_.T,0
X236175664273139_Y_.T,0
X236175664758189_Y_.T,0
X236175664799139_Y_.T,0
X236176826132709_Y_.T,1
X236176826649437_Y_.T,1
X236176841075933_Y_.T,8
X236176841337115_Y_.T,4
X236176853580075_Y_.T,0
X236176853908379_Y_.T,2
X236176872238502_Y_.T,2
X236176872786782_Y_.T,0
X236177496917747_Y_.T,4
X236177512323363_Y_.T,1
X236177512356764_Y_.T,4
X236177524902747_Y_.T,1
X236177525005548_Y_.T,1
X236177543051110_Y_.T,0
X236177543280502_Y_.T,1
X236177543293868_Y_.T,6
X236221655041972_Y_.T,0
X236221669231022_Y_.T,1
X236221669530027_Y_.T,5
X236221669730155_Y_.T,3
X236221670016950_Y_.T,1
X236221681850211_Y_.T,0
X236221682046830_Y_.T,1
X236221682543923_Y_.T,0
X236221701241053_Y_.T,11
X236288361314677_Y_.T,4
X236288361477940_Y_.T,1
X236288375478500_Y_.T,7
X236288376003827_Y_.T,4
X236288388295588_Y_.T,1
X236288406932212_Y_.T,6
X236288407649700_Y_.T,1
X236633971611438_Y_.T,9
X236633971972894_Y_.T,1
X236633998711667_Y_.T,1
X236639608753515_Y_.T,5
X236639609313067_Y_.T,1
X236639609375965_Y_.T,1
X236639623236003_Y_.T,7
X236639623265574_Y_.T,5
X236639623440243_Y_.T,0
X236639623730908_Y_.T,7
X236639636015029_Y_.T,1
X236639654664486_Y_.T,8
X236639654964646_Y_.T,0
X236639655421790_Y_.T,5
X236650077534053_Y_.T,2
X236650092682534_Y_.T,0
X236650092784884_Y_.T,3
X236650105031525_Y_.T,4
X236650105628395_Y_.T,4
X236650123942310_Y_.T,3
X236650124397867_Y_.T,8
X236650124458796_Y_.T,5
X236768055125878_Y_.T,0
X236768069633972_Y_.T,0
X236768070322596_Y_.T,0
X236768070384867_Y_.T,0
X236768070421221_Y_.T,0
X236768082217846_Y_.T,0
X236768082442675_Y_.T,3
X236768082741659_Y_.T,4
X236768082900899_Y_.T,0
X236768101324510_Y_.T,9
X236768101783853_Y_.T,5
X236768101850531_Y_.T,1
X236785368946397_Y_.T,0
X236785369201971_Y_.T,0
X236785369267499_Y_.T,9
X236785383688109_Y_.T,2
X236785383724851_Y_.T,5
X236785396312300_Y_.T,0
X236785396476835_Y_.T,0
X236785396996317_Y_.T,6
X236785397087651_Y_.T,5
X236785415350694_Y_.T,0
X236785415637926_Y_.T,0
X236785415937443_Y_.T,4
X236846706767662_Y_.T,9
X236846722009509_Y_.T,1
X236846733777334_Y_.T,1
X236846733781926_Y_.T,4
X236846734530844_Y_.T,4
X236846734592732_Y_.T,0
X236846752943541_Y_.T,10
X236846753110883_Y_.T,4
X236846753175325_Y_.T,0
X236846753401572_Y_.T,12
X239382643527003_Y_.T,1
X239382644090605_Y_.T,4
X239382662637427_Y_.T,0
X239382662900123_Y_.T,0
X239382662953843_Y_.T,9
X239382662961398_Y_.T,5
X239391475087788_Y_.T,1
X239391475096420_Y_.T,1
X239391475427630_Y_.T,0
X239391490037660_Y_.T,1
X239391490132835_Y_.T,1
X239391501833965_Y_.T,5
X239391501891309_Y_.T,5
X239391502428454_Y_.T,5
X239391520798957_Y_.T,1
X239391521323758_Y_.T,4
X239407446480691_Y_.T,2
X239407446511020_Y_.T,1
X239407446539557_Y_.T,0
X239407446772453_Y_.T,2
X239407447076195_Y_.T,9
X239407461165854_Y_.T,0
X239407461198620_Y_.T,6
X239407461226275_Y_.T,8
X239407461522651_Y_.T,5
X239407461743862_Y_.T,0
X239407473745181_Y_.T,1
X239407474300700_Y_.T,0
X239407474305971_Y_.T,0
X239407493134133_Y_.T,6
X239407493428979_Y_.T,1
X239408803663075_Y_.T,2
X239408803862244_Y_.T,8
X239408803866867_Y_.T,5
X239408803966173_Y_.T,5
X239408816709029_Y_.T,5
X239408835315571_Y_.T,12
X239448249548075_Y_.T,0
X239448263408500_Y_.T,4
X239448263412059_Y_.T,8
X239448263416164_Y_.T,0
X239448263452595_Y_.T,4
