gene,sample_id,count
GENE_0179,S21,2
GENE_0113,S21,12
GENE_0482,S21,7
GENE_0446,S21,24
GENE_0178,S21,39
GENE_0375,S21,46
GENE_0069,S21,3
GENE_0404,S21,5
GENE_0163,S21,12
GENE_0442,S21,13
GENE_0409,S21,76
GENE_0046,S21,23
GENE_0465,S21,24
GENE_0161,S21,18
GENE_0291,S21,36
GENE_0424,S21,14
GENE_0128,S21,5
GENE_0408,S21,23
GENE_0135,S21,8
GENE_0236,S21,10
GENE_0043,S21,25
GENE_0174,S21,78
GENE_0138,S21,23
GENE_0166,S21,22
GENE_0400,S21,67
GENE_0415,S21,12
GENE_0272,S21,203
GENE_0204,S21,25
GENE_0210,S21,2
GENE_0353,S21,27
GENE_0312,S21,15
GENE_0198,S21,43
GENE_0096,S21,25
GENE_0093,S21,8
GENE_0101,S21,3
GENE_0269,S21,13
GENE_0447,S21,5
GENE_0059,S21,4
GENE_0297,S21,15
GENE_0153,S21,53
GENE_0490,S21,14
GENE_0433,S21,4
GENE_0109,S21,24
GENE_0110,S21,40
GENE_0340,S21,10
GENE_0039,S21,12
GENE_0147,S21,16
GENE_0466,S21,5
GENE_0151,S21,15
GENE_0292,S21,21
GENE_0416,S21,17
GENE_0435,S21,5
GENE_0308,S21,5
GENE_0159,S21,34
GENE_0253,S21,12
GENE_0341,S21,38
GENE_0457,S21,7
GENE_0333,S21,18
GENE_0316,S21,30
GENE_0028,S21,1
GENE_0319,S21,0
GENE_0278,S21,0
GENE_0370,S21,41
GENE_0217,S21,5
GENE_0091,S21,177
GENE_0086,S21,5
GENE_0343,S21,15
GENE_0356,S22,1
GENE_0233,S22,10
GENE_0232,S22,76
GENE_0160,S22,18
GENE_0049,S22,11
GENE_0245,S22,31
GENE_0130,S22,44
GENE_0477,S22,37
GENE_0054,S22,11
GENE_0427,S22,3
GENE_0349,S22,36
GENE_0018,S22,17
GENE_0207,S22,36
GENE_0282,S22,36
GENE_0298,S22,16
GENE_0004,S22,7
GENE_0241,S22,39
GENE_0265,S22,9
GENE_0249,S22,78
GENE_0126,S22,7
GENE_0385,S22,36
GENE_0310,S22,17
GENE_0276,S22,10
GENE_0070,S22,6
GENE_0306,S22,13
GENE_0201,S22,20
GENE_0075,S22,13
GENE_0239,S22,5
GENE_0172,S22,23
GENE_0417,S22,102
GENE_0318,S22,69
GENE_0029,S22,17
GENE_0475,S22,7
GENE_0071,S22,8
GENE_0347,S22,21
GENE_0350,S22,5
GENE_0033,S22,10
GENE_0021,S22,1
GENE_0437,S22,11
GENE_0037,S22,26
GENE_0452,S22,5
GENE_0492,S22,74
GENE_0423,S22,4
GENE_0001,S22,3
GENE_0309,S22,15
GENE_0317,S22,40
GENE_0044,S22,58
GENE_0209,S22,12
GENE_0228,S22,31
GENE_0030,S22,11
GENE_0058,S22,15
GENE_0164,S22,32
GENE_0022,S22,30
GENE_0038,S22,1
GENE_0372,S22,69
GENE_0100,S22,112
GENE_0119,S22,7
GENE_0146,S22,16
GENE_0148,S22,25
GENE_0322,S22,10
GENE_0389,S22,5
GENE_0390,S22,12
GENE_0420,S22,18
GENE_0066,S22,27
GENE_0279,S22,15
GENE_0090,S22,6
GENE_0129,S22,15
GENE_0205,S22,0
GENE_0125,S22,31
GENE_0453,S22,1
GENE_0473,S22,2
GENE_0367,S22,4
GENE_0304,S22,4
GENE_0122,S22,30
GENE_0032,S22,11
GENE_0208,S22,8
GENE_0012,S22,14
GENE_0335,S22,23
GENE_0321,S22,13
GENE_0360,S22,6
GENE_0111,S22,23
GENE_0079,S22,6
GENE_0373,S22,4
GENE_0144,S22,12
GENE_0155,S22,44
GENE_0196,S22,25
GENE_0302,S22,11
GENE_0254,S22,5
GENE_0461,S22,2
GENE_0454,S22,167
GENE_0237,S22,28
GENE_0383,S22,13
GENE_0206,S22,28
GENE_0355,S22,20
GENE_0320,S22,10
GENE_0183,S22,23
GENE_0188,S22,15
GENE_0230,S22,17
GENE_0378,S22,34
GENE_0406,S22,9
GENE_0213,S22,30
GENE_0008,S22,17
GENE_0293,S22,6
GENE_0496,S22,1
GENE_0348,S22,30
GENE_0104,S22,17
GENE_0313,S22,30
GENE_0081,S22,1
GENE_0289,S22,119
GENE_0212,S22,15
GENE_0476,S22,22
GENE_0359,S22,0
GENE_0068,S22,24
GENE_0399,S22,5
GENE_0216,S22,10
GENE_0305,S22,71
GENE_0048,S22,8
GENE_0366,S22,12
GENE_0112,S22,31
GENE_0133,S22,29
GENE_0005,S22,15
GENE_0169,S22,20
GENE_0495,S22,115
GENE_0200,S22,9
GENE_0445,S22,14
GENE_0248,S22,37
GENE_0264,S22,22
GENE_0351,S22,51
GENE_0137,S22,20
GENE_0274,S22,1
GENE_0120,S22,125
GENE_0152,S22,3
GENE_0250,S22,13
GENE_0326,S22,3
GENE_0386,S22,5
GENE_0052,S22,17
GENE_0398,S22,7
GENE_0365,S22,16
GENE_0281,S22,79
GENE_0440,S22,34
GENE_0202,S22,4
GENE_0134,S22,31
GENE_0027,S22,33
GENE_0460,S22,4
GENE_0247,S22,9
GENE_0231,S22,30
GENE_0061,S22,13
GENE_0286,S22,35
GENE_0162,S22,18
GENE_0270,S22,13
GENE_0157,S22,8
GENE_0315,S22,13
GENE_0062,S22,2
GENE_0244,S22,4
GENE_0123,S22,32
GENE_0470,S22,7
GENE_0462,S22,3
GENE_0284,S22,1
GENE_0025,S22,10
GENE_0221,S22,5
GENE_0189,S22,46
GENE_0334,S22,32
GENE_0000,S22,6
GENE_0259,S22,85
GENE_0117,S22,39
GENE_0480,S22,14
GENE_0010,S22,2
GENE_0099,S22,84
GENE_0449,S22,3
GENE_0149,S22,2
GENE_0165,S22,39
GENE_0262,S22,181
GENE_0407,S22,64
GENE_0388,S22,17
GENE_0443,S22,11
GENE_0127,S22,31
GENE_0055,S22,29
GENE_0363,S22,7
GENE_0455,S22,10
GENE_0145,S22,7
GENE_0346,S22,3
GENE_0436,S22,13
GENE_0168,S22,0
GENE_0288,S22,2
GENE_0252,S22,7
GENE_0142,S22,3
GENE_0089,S22,28
GENE_0051,S22,45
GENE_0413,S22,40
GENE_0177,S22,2
GENE_0240,S22,12
GENE_0478,S22,27
GENE_0186,S22,3
GENE_0088,S22,30
GENE_0439,S22,58
GENE_0344,S22,2
GENE_0007,S22,11
GENE_0411,S22,5
GENE_0105,S22,4
GENE_0429,S22,31
GENE_0256,S22,8
GENE_0394,S22,11
GENE_0140,S22,18
GENE_0203,S22,18
GENE_0098,S22,13
GENE_0376,S22,98
GENE_0064,S22,7
GENE_0497,S22,6
GENE_0481,S22,22
GENE_0498,S22,31
GENE_0215,S22,7
GENE_0431,S22,16
GENE_0017,S22,10
GENE_0491,S22,6
GENE_0235,S22,5
GENE_0368,S22,24
GENE_0173,S22,4
GENE_0009,S22,7
GENE_0311,S22,14
GENE_0412,S22,24
GENE_0257,S22,7
GENE_0006,S22,48
GENE_0357,S22,6
GENE_0094,S22,21
GENE_0199,S22,2
GENE_0156,S22,71
GENE_0396,S22,3
GENE_0014,S22,15
GENE_0392,S22,43
GENE_0263,S22,19
GENE_0325,S22,18
GENE_0056,S22,3
GENE_0139,S22,21
GENE_0330,S22,15
GENE_0131,S22,19
GENE_0451,S22,110
GENE_0332,S22,11
GENE_0083,S22,1
GENE_0494,S22,8
GENE_0425,S22,170
GENE_0041,S22,5
GENE_0220,S22,40
GENE_0211,S22,61
GENE_0176,S22,8
GENE_0418,S22,12
GENE_0345,S22,70
GENE_0193,S22,10
GENE_0472,S22,9
GENE_0393,S22,5
GENE_0106,S22,3
GENE_0121,S22,1
GENE_0050,S22,5
GENE_0024,S22,7
GENE_0073,S22,3
GENE_0266,S22,8
GENE_0184,S22,5
GENE_0124,S22,13
GENE_0016,S22,33
GENE_0214,S22,1
GENE_0379,S22,17
GENE_0082,S22,49
GENE_0002,S22,1
GENE_0369,S22,75
GENE_0047,S22,25
GENE_0338,S22,4
GENE_0243,S22,10
GENE_0180,S22,15
GENE_0422,S22,11
GENE_0223,S22,12
GENE_0197,S22,5
GENE_0342,S22,9
GENE_0013,S22,3
GENE_0434,S22,4
GENE_0273,S22,6
GENE_0227,S22,0
GENE_0078,S22,54
GENE_0362,S22,51
GENE_0380,S22,33
GENE_0271,S22,1
GENE_0115,S22,8
GENE_0441,S22,34
GENE_0459,S22,8
GENE_0077,S22,114
GENE_0011,S22,22
GENE_0063,S22,5
GENE_0493,S22,8
GENE_0226,S22,20
GENE_0060,S22,8
GENE_0181,S22,43
GENE_0261,S22,47
GENE_0040,S22,7
GENE_0294,S22,0
GENE_0092,S22,3
GENE_0410,S22,17
GENE_0485,S22,5
GENE_0255,S22,2
GENE_0192,S22,12
GENE_0377,S22,220
GENE_0042,S22,5
GENE_0486,S22,16
GENE_0290,S22,14
GENE_0421,S22,12
GENE_0295,S22,49
GENE_0154,S22,6
GENE_0072,S22,23
GENE_0438,S22,15
GENE_0287,S22,4
GENE_0384,S22,19
GENE_0414,S22,5
GENE_0195,S22,1
GENE_0103,S22,19
GENE_0185,S22,6
GENE_0171,S22,12
GENE_0364,S22,9
GENE_0458,S22,46
GENE_0479,S22,18
GENE_0352,S22,7
GENE_0303,S22,39
GENE_0034,S22,45
GENE_0150,S22,26
GENE_0015,S22,3
GENE_0035,S22,5
GENE_0339,S22,0
GENE_0182,S22,11
GENE_0175,S22,9
GENE_0467,S22,5
GENE_0314,S22,5
GENE_0132,S22,23
GENE_0107,S22,18
GENE_0019,S22,39
GENE_0403,S22,10
GENE_0484,S22,0
GENE_0483,S22,5
GENE_0219,S22,21
GENE_0471,S22,5
GENE_0057,S22,17
GENE_0170,S22,58
GENE_0218,S22,52
GENE_0430,S22,6
GENE_0065,S22,56
GENE_0337,S22,9
GENE_0301,S22,9
GENE_0336,S22,9
GENE_0277,S22,5
GENE_0191,S22,7
GENE_0003,S22,16
GENE_0474,S22,12
GENE_0084,S22,16
GENE_0085,S22,25
GENE_0190,S22,41
GENE_0194,S22,20
GENE_0432,S22,2
GENE_0167,S22,1
GENE_0108,S22,17
GENE_0080,S22,3
GENE_0267,S22,12
GENE_0102,S22,4
GENE_0225,S22,1
GENE_0444,S22,21
GENE_0116,S22,28
GENE_0296,S22,8
GENE_0323,S22,0
GENE_0143,S22,3
GENE_0489,S22,29
GENE_0307,S22,3
GENE_0031,S22,14
GENE_0285,S22,10
GENE_0419,S22,47
GENE_0487,S22,7
GENE_0395,S22,7
GENE_0053,S22,32
GENE_0234,S22,6
GENE_0097,S22,10
GENE_0222,S22,9
GENE_0464,S22,8
GENE_0387,S22,2
GENE_0374,S22,7
GENE_0158,S22,63
GENE_0118,S22,3
GENE_0268,S22,5
GENE_0275,S22,65
GENE_0067,S22,14
GENE_0358,S22,6
GENE_0260,S22,50
GENE_0026,S22,6
GENE_0381,S22,74
GENE_0095,S22,14
GENE_0456,S22,8
GENE_0463,S22,116
GENE_0468,S22,10
GENE_0448,S22,29
GENE_0401,S22,30
GENE_0242,S22,57
GENE_0114,S22,28
GENE_0331,S22,20
GENE_0469,S22,3
GENE_0324,S22,24
GENE_0045,S22,1
GENE_0074,S22,110
GENE_0354,S22,15
GENE_0397,S22,8
GENE_0328,S22,17
GENE_0136,S22,4
GENE_0224,S22,4
GENE_0391,S22,45
GENE_0076,S22,8
GENE_0361,S22,14
GENE_0405,S22,23
GENE_0329,S22,47
GENE_0428,S22,34
GENE_0280,S22,18
GENE_0402,S22,3
GENE_0246,S22,3
GENE_0327,S22,70
GENE_0087,S22,13
GENE_0229,S22,9
GENE_0258,S22,51
GENE_0187,S22,19
GENE_0141,S22,17
GENE_0488,S22,102
GENE_0450,S22,7
GENE_0020,S22,94
GENE_0426,S22,13
GENE_0251,S22,17
GENE_0238,S22,46
GENE_0023,S22,21
GENE_0371,S22,22
GENE_0299,S22,46
GENE_0300,S22,10
GENE_0036,S22,5
GENE_0499,S22,2
GENE_0283,S22,1
GENE_0382,S22,102
GENE_0179,S22,3
GENE_0113,S22,4
GENE_0482,S22,16
GENE_0446,S22,38
GENE_0178,S22,25
GENE_0375,S22,34
GENE_0069,S22,3
GENE_0404,S22,4
GENE_0163,S22,17
GENE_0442,S22,6
GENE_0409,S22,66
GENE_0046,S22,15
GENE_0465,S22,31
GENE_0161,S22,38
GENE_0291,S22,57
GENE_0424,S22,15
GENE_0128,S22,1
GENE_0408,S22,17
GENE_0135,S22,7
GENE_0236,S22,7
GENE_0043,S22,18
GENE_0174,S22,32
GENE_0138,S22,21
GENE_0166,S22,44
GENE_0400,S22,164
GENE_0415,S22,14
GENE_0272,S22,115
GENE_0204,S22,16
GENE_0210,S22,0
GENE_0353,S22,25
GENE_0312,S22,14
GENE_0198,S22,28
GENE_0096,S22,31
GENE_0093,S22,4
GENE_0101,S22,3
GENE_0269,S22,12
GENE_0447,S22,15
GENE_0059,S22,8
GENE_0297,S22,45
GENE_0153,S22,78
GENE_0490,S22,24
GENE_0433,S22,4
GENE_0109,S22,22
GENE_0110,S22,15
GENE_0340,S22,14
GENE_0039,S22,6
GENE_0147,S22,8
GENE_0466,S22,2
GENE_0151,S22,21
GENE_0292,S22,9
GENE_0416,S22,20
GENE_0435,S22,2
GENE_0308,S22,8
GENE_0159,S22,28
GENE_0253,S22,13
GENE_0341,S22,66
GENE_0457,S22,5
GENE_0333,S22,18
GENE_0316,S22,11
GENE_0028,S22,1
GENE_0319,S22,6
GENE_0278,S22,2
GENE_0370,S22,46
GENE_0217,S22,7
GENE_0091,S22,140
GENE_0086,S22,7
GENE_0343,S22,27
GENE_0356,S23,1
GENE_0233,S23,12
GENE_0232,S23,109
GENE_0160,S23,9
GENE_0049,S23,9
GENE_0245,S23,18
GENE_0130,S23,60
GENE_0477,S23,36
GENE_0054,S23,15
GENE_0427,S23,9
GENE_0349,S23,31
GENE_0018,S23,14
GENE_0207,S23,27
GENE_0282,S23,17
GENE_0298,S23,44
GENE_0004,S23,9
GENE_0241,S23,42
GENE_0265,S23,7
GENE_0249,S23,107
GENE_0126,S23,7
GENE_0385,S23,72
GENE_0310,S23,7
GENE_0276,S23,6
GENE_0070,S23,7
GENE_0306,S23,5
GENE_0201,S23,18
GENE_0075,S23,20
GENE_0239,S23,2
GENE_0172,S23,35
GENE_0417,S23,61
GENE_0318,S23,51
GENE_0029,S23,26
GENE_0475,S23,7
GENE_0071,S23,11
GENE_0347,S23,16
GENE_0350,S23,2
GENE_0033,S23,8
GENE_0021,S23,5
GENE_0437,S23,15
GENE_0037,S23,30
GENE_0452,S23,8
GENE_0492,S23,47
GENE_0423,S23,2
GENE_0001,S23,1
GENE_0309,S23,12
GENE_0317,S23,30
GENE_0044,S23,48
GENE_0209,S23,13
GENE_0228,S23,29
GENE_0030,S23,9
GENE_0058,S23,15
GENE_0164,S23,24
GENE_0022,S23,10
GENE_0038,S23,7
GENE_0372,S23,51
GENE_0100,S23,106
GENE_0119,S23,3
GENE_0146,S23,16
GENE_0148,S23,20
GENE_0322,S23,4
GENE_0389,S23,8
GENE_0390,S23,3
GENE_0420,S23,16
GENE_0066,S23,37
GENE_0279,S23,17
GENE_0090,S23,10
GENE_0129,S23,22
GENE_0205,S23,1
GENE_0125,S23,31
GENE_0453,S23,4
GENE_0473,S23,6
GENE_0367,S23,4
GENE_0304,S23,3
GENE_0122,S23,49
GENE_0032,S23,11
GENE_0208,S23,12
GENE_0012,S23,6
GENE_0335,S23,20
GENE_0321,S23,12
GENE_0360,S23,5
GENE_0111,S23,41
GENE_0079,S23,16
GENE_0373,S23,1
GENE_0144,S23,11
GENE_0155,S23,50
GENE_0196,S23,28
GENE_0302,S23,9
GENE_0254,S23,11
GENE_0461,S23,9
GENE_0454,S23,101
GENE_0237,S23,35
GENE_0383,S23,15
GENE_0206,S23,28
GENE_0355,S23,14
GENE_0320,S23,5
GENE_0183,S23,22
GENE_0188,S23,12
GENE_0230,S23,12
GENE_0378,S23,20
GENE_0406,S23,10
GENE_0213,S23,22
GENE_0008,S23,14
GENE_0293,S23,6
GENE_0496,S23,1
GENE_0348,S23,47
GENE_0104,S23,31
GENE_0313,S23,35
GENE_0081,S23,1
GENE_0289,S23,90
GENE_0212,S23,9
GENE_0476,S23,55
GENE_0359,S23,1
GENE_0068,S23,22
GENE_0399,S23,7
GENE_0216,S23,7
GENE_0305,S23,103
GENE_0048,S23,9
GENE_0366,S23,14
GENE_0112,S23,21
GENE_0133,S23,17
GENE_0005,S23,13
GENE_0169,S23,19
GENE_0495,S23,273
GENE_0200,S23,13
GENE_0445,S23,13
GENE_0248,S23,29
GENE_0264,S23,44
GENE_0351,S23,42
GENE_0137,S23,16
GENE_0274,S23,2
GENE_0120,S23,56
GENE_0152,S23,2
GENE_0250,S23,14
GENE_0326,S23,4
GENE_0386,S23,15
GENE_0052,S23,22
GENE_0398,S23,7
GENE_0365,S23,10
GENE_0281,S23,38
GENE_0440,S23,38
GENE_0202,S23,14
GENE_0134,S23,39
GENE_0027,S23,40
GENE_0460,S23,4
GENE_0247,S23,17
GENE_0231,S23,22
GENE_0061,S23,7
GENE_0286,S23,41
GENE_0162,S23,32
GENE_0270,S23,9
GENE_0157,S23,14
GENE_0315,S23,18
GENE_0062,S23,5
GENE_0244,S23,3
GENE_0123,S23,53
GENE_0470,S23,4
GENE_0462,S23,1
GENE_0284,S23,2
GENE_0025,S23,3
GENE_0221,S23,6
GENE_0189,S23,72
GENE_0334,S23,39
GENE_0000,S23,3
GENE_0259,S23,117
GENE_0117,S23,42
GENE_0480,S23,14
GENE_0010,S23,0
GENE_0099,S23,111
GENE_0449,S23,6
GENE_0149,S23,3
GENE_0165,S23,52
GENE_0262,S23,141
GENE_0407,S23,50
GENE_0388,S23,17
GENE_0443,S23,18
GENE_0127,S23,39
GENE_0055,S23,26
GENE_0363,S23,27
GENE_0455,S23,5
GENE_0145,S23,12
GENE_0346,S23,3
GENE_0436,S23,10
GENE_0168,S23,1
GENE_0288,S23,13
GENE_0252,S23,8
GENE_0142,S23,12
GENE_0089,S23,12
GENE_0051,S23,43
GENE_0413,S23,12
GENE_0177,S23,2
GENE_0240,S23,8
GENE_0478,S23,21
GENE_0186,S23,4
GENE_0088,S23,21
GENE_0439,S23,47
GENE_0344,S23,2
GENE_0007,S23,5
GENE_0411,S23,1
GENE_0105,S23,9
GENE_0429,S23,19
GENE_0256,S23,3
GENE_0394,S23,12
GENE_0140,S23,12
GENE_0203,S23,21
GENE_0098,S23,15
GENE_0376,S23,113
GENE_0064,S23,17
GENE_0497,S23,9
GENE_0481,S23,21
GENE_0498,S23,15
GENE_0215,S23,9
GENE_0431,S23,12
GENE_0017,S23,6
GENE_0491,S23,14
GENE_0235,S23,3
GENE_0368,S23,18
GENE_0173,S23,7
GENE_0009,S23,6
GENE_0311,S23,8
GENE_0412,S23,34
GENE_0257,S23,5
GENE_0006,S23,40
GENE_0357,S23,4
GENE_0094,S23,11
GENE_0199,S23,5
GENE_0156,S23,41
GENE_0396,S23,3
GENE_0014,S23,16
GENE_0392,S23,62
GENE_0263,S23,15
GENE_0325,S23,10
GENE_0056,S23,19
GENE_0139,S23,26
GENE_0330,S23,9
GENE_0131,S23,18
GENE_0451,S23,67
GENE_0332,S23,7
GENE_0083,S23,5
GENE_0494,S23,15
GENE_0425,S23,101
GENE_0041,S23,9
GENE_0220,S23,59
GENE_0211,S23,72
GENE_0176,S23,7
GENE_0418,S23,19
GENE_0345,S23,55
GENE_0193,S23,19
GENE_0472,S23,8
GENE_0393,S23,8
GENE_0106,S23,4
GENE_0121,S23,3
GENE_0050,S23,8
GENE_0024,S23,8
GENE_0073,S23,8
GENE_0266,S23,17
GENE_0184,S23,1
GENE_0124,S23,16
GENE_0016,S23,27
GENE_0214,S23,2
GENE_0379,S23,20
GENE_0082,S23,43
GENE_0002,S23,2
GENE_0369,S23,49
GENE_0047,S23,16
GENE_0338,S23,0
GENE_0243,S23,14
GENE_0180,S23,21
GENE_0422,S23,13
GENE_0223,S23,9
GENE_0197,S23,5
GENE_0342,S23,20
GENE_0013,S23,7
GENE_0434,S23,10
GENE_0273,S23,8
GENE_0227,S23,1
GENE_0078,S23,71
GENE_0362,S23,53
GENE_0380,S23,23
GENE_0271,S23,3
GENE_0115,S23,13
GENE_0441,S23,43
GENE_0459,S23,12
GENE_0077,S23,90
GENE_0011,S23,16
GENE_0063,S23,7
GENE_0493,S23,9
GENE_0226,S23,11
GENE_0060,S23,10
GENE_0181,S23,23
GENE_0261,S23,52
GENE_0040,S23,13
GENE_0294,S23,3
GENE_0092,S23,3
GENE_0410,S23,17
GENE_0485,S23,4
GENE_0255,S23,1
GENE_0192,S23,37
GENE_0377,S23,121
GENE_0042,S23,7
GENE_0486,S23,27
GENE_0290,S23,14
GENE_0421,S23,15
GENE_0295,S23,37
GENE_0154,S23,2
GENE_0072,S23,23
GENE_0438,S23,10
GENE_0287,S23,12
GENE_0384,S23,36
GENE_0414,S23,8
GENE_0195,S23,3
GENE_0103,S23,27
GENE_0185,S23,8
GENE_0171,S23,10
GENE_0364,S23,6
GENE_0458,S23,35
GENE_0479,S23,27
GENE_0352,S23,21
GENE_0303,S23,66
GENE_0034,S23,47
GENE_0150,S23,13
GENE_0015,S23,12
GENE_0035,S23,4
GENE_0339,S23,8
GENE_0182,S23,10
GENE_0175,S23,9
GENE_0467,S23,7
GENE_0314,S23,10
GENE_0132,S23,16
GENE_0107,S23,9
GENE_0019,S23,31
GENE_0403,S23,7
GENE_0484,S23,0
GENE_0483,S23,2
GENE_0219,S23,13
GENE_0471,S23,4
GENE_0057,S23,22
GENE_0170,S23,65
GENE_0218,S23,77
GENE_0430,S23,6
GENE_0065,S23,50
GENE_0337,S23,12
GENE_0301,S23,7
GENE_0336,S23,5
GENE_0277,S23,11
GENE_0191,S23,6
GENE_0003,S23,23
GENE_0474,S23,11
GENE_0084,S23,19
GENE_0085,S23,13
GENE_0190,S23,21
GENE_0194,S23,48
GENE_0432,S23,6
GENE_0167,S23,0
GENE_0108,S23,31
GENE_0080,S23,4
GENE_0267,S23,13
GENE_0102,S23,4
GENE_0225,S23,5
GENE_0444,S23,27
GENE_0116,S23,34
GENE_0296,S23,7
GENE_0323,S23,1
GENE_0143,S23,3
GENE_0489,S23,8
GENE_0307,S23,5
GENE_0031,S23,21
GENE_0285,S23,19
GENE_0419,S23,29
GENE_0487,S23,15
GENE_0395,S23,7
GENE_0053,S23,9
GENE_0234,S23,15
GENE_0097,S23,18
GENE_0222,S23,10
GENE_0464,S23,3
GENE_0387,S23,4
GENE_0374,S23,7
GENE_0158,S23,66
GENE_0118,S23,5
GENE_0268,S23,2
GENE_0275,S23,70
GENE_0067,S23,8
GENE_0358,S23,4
GENE_0260,S23,27
GENE_0026,S23,10
GENE_0381,S23,69
GENE_0095,S23,17
GENE_0456,S23,12
GENE_0463,S23,78
GENE_0468,S23,13
GENE_0448,S23,19
GENE_0401,S23,40
GENE_0242,S23,52
GENE_0114,S23,34
GENE_0331,S23,18
GENE_0469,S23,9
GENE_0324,S23,19
GENE_0045,S23,0
GENE_0074,S23,82
GENE_0354,S23,10
GENE_0397,S23,8
GENE_0328,S23,16
GENE_0136,S23,6
GENE_0224,S23,2
GENE_0391,S23,34
GENE_0076,S23,6
GENE_0361,S23,5
GENE_0405,S23,12
GENE_0329,S23,71
GENE_0428,S23,23
GENE_0280,S23,51
GENE_0402,S23,9
GENE_0246,S23,4
GENE_0327,S23,46
GENE_0087,S23,13
GENE_0229,S23,11
GENE_0258,S23,48
GENE_0187,S23,14
GENE_0141,S23,19
GENE_0488,S23,106
GENE_0450,S23,3
GENE_0020,S23,115
GENE_0426,S23,20
GENE_0251,S23,26
GENE_0238,S23,43
GENE_0023,S23,17
GENE_0371,S23,15
GENE_0299,S23,30
GENE_0300,S23,8
GENE_0036,S23,5
GENE_0499,S23,9
GENE_0283,S23,0
GENE_0382,S23,86
GENE_0179,S23,3
GENE_0113,S23,8
GENE_0482,S23,15
GENE_0446,S23,8
GENE_0178,S23,26
GENE_0375,S23,42
GENE_0069,S23,8
GENE_0404,S23,11
GENE_0163,S23,14
GENE_0442,S23,4
GENE_0409,S23,74
GENE_0046,S23,23
GENE_0465,S23,20
GENE_0161,S23,23
GENE_0291,S23,39
GENE_0424,S23,13
GENE_0128,S23,2
GENE_0408,S23,13
GENE_0135,S23,9
GENE_0236,S23,3
GENE_0043,S23,27
GENE_0174,S23,52
GENE_0138,S23,11
GENE_0166,S23,70
GENE_0400,S23,94
GENE_0415,S23,28
GENE_0272,S23,139
GENE_0204,S23,28
GENE_0210,S23,3
GENE_0353,S23,35
GENE_0312,S23,18
GENE_0198,S23,39
GENE_0096,S23,15
GENE_0093,S23,9
GENE_0101,S23,2
GENE_0269,S23,14
GENE_0447,S23,17
GENE_0059,S23,8
GENE_0297,S23,23
GENE_0153,S23,62
GENE_0490,S23,25
GENE_0433,S23,4
GENE_0109,S23,22
GENE_0110,S23,52
GENE_0340,S23,2
GENE_0039,S23,10
GENE_0147,S23,8
GENE_0466,S23,1
GENE_0151,S23,38
GENE_0292,S23,18
GENE_0416,S23,17
GENE_0435,S23,5
GENE_0308,S23,10
GENE_0159,S23,17
GENE_0253,S23,7
GENE_0341,S23,57
GENE_0457,S23,10
GENE_0333,S23,22
GENE_0316,S23,13
GENE_0028,S23,3
GENE_0319,S23,3
GENE_0278,S23,0
GENE_0370,S23,34
GENE_0217,S23,2
GENE_0091,S23,149
GENE_0086,S23,4
GENE_0343,S23,6
GENE_0356,S24,2
GENE_0233,S24,7
GENE_0232,S24,70
GENE_0160,S24,23
GENE_0049,S24,4
GENE_0245,S24,34
GENE_0130,S24,35
GENE_0477,S24,25
GENE_0054,S24,11
GENE_0427,S24,3
GENE_0349,S24,25
GENE_0018,S24,14
GENE_0207,S24,26
GENE_0282,S24,25
GENE_0298,S24,33
GENE_0004,S24,9
GENE_0241,S24,45
GENE_0265,S24,18
GENE_0249,S24,88
GENE_0126,S24,4
GENE_0385,S24,65
GENE_0310,S24,17
GENE_0276,S24,2
GENE_0070,S24,4
GENE_0306,S24,12
GENE_0201,S24,25
GENE_0075,S24,27
GENE_0239,S24,3
GENE_0172,S24,9
GENE_0417,S24,99
GENE_0318,S24,81
GENE_0029,S24,14
GENE_0475,S24,15
GENE_0071,S24,10
GENE_0347,S24,29
GENE_0350,S24,7
GENE_0033,S24,14
GENE_0021,S24,4
GENE_0437,S24,15
GENE_0037,S24,20
GENE_0452,S24,7
GENE_0492,S24,35
GENE_0423,S24,2
GENE_0001,S24,2
GENE_0309,S24,27
GENE_0317,S24,35
GENE_0044,S24,78
GENE_0209,S24,9
GENE_0228,S24,29
GENE_0030,S24,6
GENE_0058,S24,11
GENE_0164,S24,33
GENE_0022,S24,16
GENE_0038,S24,2
GENE_0372,S24,58
GENE_0100,S24,33
GENE_0119,S24,5
GENE_0146,S24,9
GENE_0148,S24,21
GENE_0322,S24,17
GENE_0389,S24,5
GENE_0390,S24,9
GENE_0420,S24,7
GENE_0066,S24,38
GENE_0279,S24,11
GENE_0090,S24,7
GENE_0129,S24,31
GENE_0205,S24,1
GENE_0125,S24,48
GENE_0453,S24,3
GENE_0473,S24,6
GENE_0367,S24,3
GENE_0304,S24,2
GENE_0122,S24,42
GENE_0032,S24,6
GENE_0208,S24,14
GENE_0012,S24,16
GENE_0335,S24,14
GENE_0321,S24,7
GENE_0360,S24,2
GENE_0111,S24,28
GENE_0079,S24,5
GENE_0373,S24,1
GENE_0144,S24,6
GENE_0155,S24,41
GENE_0196,S24,22
GENE_0302,S24,15
GENE_0254,S24,8
GENE_0461,S24,5
GENE_0454,S24,87
GENE_0237,S24,15
GENE_0383,S24,26
GENE_0206,S24,36
GENE_0355,S24,14
GENE_0320,S24,5
GENE_0183,S24,12
GENE_0188,S24,7
GENE_0230,S24,14
