cell,cell_type,sample_type
X230611668815147.T,Exhausted CD8+ T cells,T
X230652424444205.T,CD4+ T cell,T
X230652424701806.T,B Cell,T
X230652438797038.T,Macrophage,T
X230652439083309.T,CAFadi,T
X230652439090988.T,CD4+ T cell,T
X230652439284019.T,Tfh/Th1 helper CD4+ T cells,T
X230652470810341.T,Effector/Memory CD8+ T cells,T
X230652470843638.T,Macrophage,T
X230652471076574.T,CD4+ T cell,T
X230652471097182.T,Effector/Memory CD8+ T cells,T
X230654464641765.T,Exhausted CD8+ T cells,T
X230654464682716.T,B Cell,T
X230654483588846.T,Effector/Memory CD8+ T cells,T
X230654483589428.T,Effector/Memory CD8+ T cells,T
X230732686800758.T,B Cell,T
X230732686806445.T,T regulatory cells,T
X230732687108830.T,Phagocytosis Macrophage,T
X230732701060470.T,CD4 or CD8 T cell,T
X230732701293340.T,CD8+ T cell,T
X230732714167092.T,T regulatory cells,T
X230732732688181.T,Macrophage,T
X230732732775324.T,CD4+ T cell,T
X230741410508077.T,Macrophage,T
X230741410991339.T,B Cell,T
X230741425175331.T,CD4+ T cell,T
X230741437769651.T,Phagocytosis Macrophage,T
X230741438032300.T,Exhausted CD8+ T cells,T
X230741438512053.T,Effector/Memory CD4+ T cells,T
X230741456669990.T,B Cell,T
X230741456673500.T,Exhausted CD8+ T cells,T
X230741456829341.T,Effector/Memory CD8+ T cells,T
X230749732005726.T,Effector/Memory CD8+ T cells,T
X230749732227813.T,Blood Cell,T
X230749746609563.T,CD4+ T cell,T
X230749746621748.T,Effector/Memory CD4+ T cells,T
X230749746682283.T,CAFinfla,T
X230749746720053.T,CAFinfla,T
X230749747210475.T,CD4+ T cell,T
X230749747234653.T,CAFmyo,T
X230749759204254.T,B Cell,T
X230749759825780.T,B Cell,T
X230749760022958.T,B Cell,T
X230749778635043.T,B Cell,T
X230749778635493.T,CD8+ T cell,T
X230749778659244.T,B Cell,T
X230749778893163.T,B Cell,T
X230799392827246.T,cDC2,T
X230799407737268.T,CD4+ T cell,T
X230799407769334.T,Exhausted CD8+ T cells,T
X230799407957875.T,T regulatory cells,T
X230799420053291.T,B Cell,T
X230799420091300.T,Effector/Memory CD8+ T cells,T
X230799438699302.T,CAFinfla,T
X230799438993645.T,B Cell,T
X230799439195059.T,CD8+ T cell,T
X230799439222580.T,B Cell,T
X230799439226724.T,B Cell,T
X230800332376374.T,Blood Cell,T
X230800347482846.T,Effector/Memory CD4+ T cells,T
X230800359902004.T,Effector/Memory CD8+ T cells,T
X230800359902428.T,Non Stromal Cell,T
X230807848208819.T,Blood Cell,T
X230807848564531.T,Phagocytosis Macrophage,T
X230807849003291.T,Effector/Memory CD8+ T cells,T
X230807849027934.T,B Cell,T
X230807849068772.T,Exhausted CD8+ T cells,T
X230807862957859.T,Effector/Memory CD8+ T cells,T
X230807863713116.T,B Cell,T
X230807863740188.T,CD4 or CD8 T cell,T
X230807875471734.T,CD4+ T cell,T
X230807875536622.T,Endothelial Cells,T
X230807875808164.T,Pancreatic Cancer Cell,T
X230807876286254.T,CD4 or CD8 T cell,T
X230807894669213.T,Endothelial Cells,T
X230807895137701.T,Macrophage,T
X230809056262901.T,T regulatory cells,T
X230809056271581.T,T regulatory cells,T
X230809056987558.T,B Cell,T
X230809056996131.T,T regulatory cells,T
X230809057028339.T,Effector/Memory CD4+ T cells,T
X230809083493238.T,Tfh/Th1 helper CD4+ T cells,T
X230809083525851.T,B Cell,T
X230809083538292.T,CD4+ T cell,T
X230809083766564.T,B Cell,T
X230809083992988.T,CD8+ T cell,T
X230809102309747.T,CD4+ T cell,T
X230809102633843.T,Phagocytosis Macrophage,T
X230816706653596.T,B Cell,T
X230816707430830.T,Exhausted CD8+ T cells,T
X230816721296812.T,CD4+ T cell,T
X230816721525093.T,T regulatory cells,T
X230816721550582.T,B Cell,T
X230816721812318.T,B Cell,T
X230816721877364.T,T regulatory cells,T
X230816722110254.T,Exhausted CD8+ T cells,T
X230816734103789.T,T regulatory cells,T
X230816734174493.T,Phagocytosis Macrophage,T
X230816752717211.T,CD4+ T cell,T
X230816752756533.T,T regulatory cells,T
X230816753040619.T,CD4+ T cell,T
X231270765222836.T,CD4+ T cell,T
X231270765452187.T,Exhausted CD8+ T cells,T
X231270765513590.T,CD4+ T cell,T
X231270779870571.T,Blood Cell,T
X231270780352947.T,Exhausted CD8+ T cells,T
X231270780430748.T,B Cell,T
X231270780648734.T,CAFinfla,T
X231270780721892.T,Tfh/Th1 helper CD4+ T cells,T
X231270792980387.T,CD4+ T cell,T
X231270793238830.T,Natural killer cell,T
X231270793267931.T,CAFmyo,T
X231279503989091.T,B Cell,T
X231279504256235.T,Effector/Memory CD4+ T cells,T
X231279504607452.T,Natural killer cell,T
X231279504607532.T,T regulatory cells,T
X231279504775459.T,CAFinfla,T
X231279516636893.T,Exhausted CD8+ T cells,T
X231279517121261.T,Macrophage,T
X231279517382894.T,CAFadi,T
X231279535516981.T,Endothelial Cells,T
X231279535745773.T,Phagocytosis Macrophage,T
X231280294640365.T,Effector/Memory CD8+ T cells,T
X231280295393197.T,Exhausted CD8+ T cells,T
X231280309295459.T,Endothelial Cells,T
X231280309623707.T,B Cell,T
X231280321943332.T,Macrophage,T
X231280321972075.T,Phagocytosis Macrophage,T
X231280322235117.T,B Cell,T
X231280322669854.T,CD8+ T cell,T
X231280341077341.T,Blood Cell,T
X231280341277021.T,CD8+ T cell,T
X231280341313454.T,Phagocytosis Macrophage,T
X231291315182516.T,CD8+ T cell,T
X231291327802076.T,B Cell,T
X231291327834420.T,B Cell,T
X231291328022325.T,Tfh/Th1 helper CD4+ T cells,T
X231291347189086.T,Pro-inflammatory Macrophage,T
X231291347228453.T,Normal Fibroblast,T
X231291347462389.T,CD4+ T cell,T
X231291347482462.T,Exhausted CD8+ T cells,T
X231340558404830.T,Phagocytosis Macrophage,T
X231340558409012.T,CD4+ T cell,T
X231340558706923.T,CAFmyo,T
X231340573048219.T,Macrophage,T
X231340573092076.T,CD4+ T cell,T
X231340573144948.T,Exhausted CD8+ T cells,T
X231340573903652.T,B Cell,T
X231340586192283.T,Pancreatic Cancer Cell,T
X231340586494179.T,Macrophage,T
X231340586522340.T,Natural killer cell,T
X231340604550044.T,Effector/Memory CD8+ T cells,T
X231340605131483.T,Exhausted CD8+ T cells,T
X231340605332187.T,Effector/Memory CD4+ T cells,T
X231365388687710.T,CD4+ T cell,T
X231365389442269.T,Macrophage,T
X231365403860197.T,Effector/Memory CD8+ T cells,T
X231365415955301.T,B Cell,T
X231365416476003.T,Macrophage,T
X231365416700660.T,CD4+ T cell,T
X231365434853724.T,CD4+ T cell,T
X231365435406253.T,B Cell,T
X231366194544044.T,CD4+ T cell,T
X231366194555125.T,Effector/Memory CD8+ T cells,T
X231366208699171.T,Natural killer cell,T
X231366209486051.T,Phagocytosis Macrophage,T
X231366221289181.T,Exhausted CD8+ T cells,T
X231366240189811.T,Phagocytosis Macrophage,T
X231692879980270.T,CD8+ T cell,T
X231692880001949.T,B Cell,T
X231692880242405.T,Phagocytosis Macrophage,T
X231692894910901.T,Cancer Associated Fibroblasts,T
X231692894944107.T,CD4+ T cell,T
X231692895381811.T,Effector/Memory CD8+ T cells,T
X231692907465573.T,CD8+ T cell,T
X231692907956524.T,B Cell,T
X231692908055260.T,Macrophage,T
X231692926610149.T,B Cell,T
X231692926867678.T,Exhausted CD8+ T cells,T
X231711804681013.T,Phagocytosis Macrophage,T
X231711804876662.T,CD4+ T cell,T
X231711805388596.T,T regulatory cells,T
X231711805396780.T,CAFinfla,T
X231711805496093.T,Phagocytosis Macrophage,T
X231711819548523.T,CD4+ T cell,T
X231711819610531.T,Natural killer cell,T
X231711820135651.T,T regulatory cells,T
X231711851563958.T,CD4+ T cell,T
X231711851600292.T,B Cell,T
X231754888789301.T,CD4+ T cell,T
X231754888863004.T,Exhausted CD8+ T cells,T
X231754889051571.T,Macrophage,T
X231754889087260.T,CD4+ T cell,T
X231754889280310.T,B Cell,T
X231754889321331.T,Non Stromal Cell,T
X231754903964403.T,Effector/Memory CD8+ T cells,T
X231754904038644.T,Macrophage or Dendritic Cell,T
X231754916050796.T,B Cell,T
X231754916653876.T,Effector/Memory CD8+ T cells,T
X231760525707061.T,Phagocytosis Macrophage,T
X231760525736861.T,Macrophage,T
X231760526232484.T,CD4+ T cell,T
X231760526425012.T,Endothelial Cells,T
X231760526427995.T,Macrophage,T
X231760526428966.T,B Cell,T
X231760540391851.T,Exhausted CD8+ T cells,T
X231760540584805.T,Macrophage,T
X231760541112629.T,Natural killer cell,T
X231760553426139.T,CD4+ T cell,T
X231760553434462.T,CD4+ T cell,T
X231760571808174.T,B Cell,T
X231760572050726.T,Phagocytosis Macrophage,T
X231760572108125.T,Exhausted CD8+ T cells,T
X231760572344731.T,CD4+ T cell,T
X231770055371549.T,B Cell,T
X231770055887197.T,CAFmyo,T
X231770070366453.T,CD4+ T cell,T
X231770070637790.T,B Cell,T
X231770082393516.T,Pancreatic Cancer Cell,T
X231770082695590.T,B Cell,T
X231770082884397.T,CD4+ T cell,T
X231770082925468.T,CD8+ T cell,T
X231770101311275.T,Naive CD4+ T cells,T
X231822802990894.T,cDC1,T
X231822817615206.T,Macrophage,T
X231822817937716.T,B Cell,T
X231822817966323.T,CD4 or CD8 T cell,T
X231822818199324.T,CD4+ T cell,T
X231822848834461.T,Effector/Memory CD8+ T cells,T
X231822848908069.T,Exhausted CD8+ T cells,T
X231822849104158.T,Phagocytosis Macrophage,T
X231822849632117.T,CD4+ T cell,T
X231822849690332.T,CD4 or CD8 T cell,T
X231890180492123.T,CD4+ T cell,T
X231890194942701.T,Exhausted CD8+ T cells,T
X231890195429227.T,Cancer Associated Fibroblasts,T
X231890195434221.T,Macrophage,T
X231890195532582.T,CD8+ T cell,T
X231890207263078.T,Any Cell,T
X231890207533996.T,Phagocytosis Macrophage,T
X231890207562547.T,B Cell,T
X231890226112230.T,Exhausted CD8+ T cells,T
X231890226629037.T,CD4+ T cell,T
X231890226697957.T,CD8+ T cell,T
X231890226933094.T,CD4 or CD8 T cell,T
X231891388196726.T,CD4+ T cell,T
X231891402647278.T,CD4+ T cell,T
X231891402709341.T,Effector/Memory CD4+ T cells,T
X231891402938094.T,Exhausted CD8+ T cells,T
X231891402968292.T,CD4+ T cell,T
X231891415775653.T,Blood Cell,T
X231891415780707.T,Exhausted CD8+ T cells,T
X231891434649332.T,CD4 or CD8 T cell,T
X231891434952987.T,Exhausted CD8+ T cells,T
X231897696525596.T,B Cell,T
X231897710869860.T,Phagocytosis Macrophage,T
X231897710914284.T,B Cell,T
X231897711365044.T,B Cell,T
X231897711426806.T,T regulatory cells,T
X231897711664028.T,Macrophage,T
X231897723721515.T,Endothelial Cells,T
X231897723780390.T,Effector/Memory CD8+ T cells,T
X231897724046053.T,Macrophage,T
X231897724210101.T,CD8+ T cell,T
X231897742849907.T,Tfh/Th1 helper CD4+ T cells,T
X231900112152302.T,Exhausted CD8+ T cells,T
X231900112410867.T,CD4+ T cell,T
X231900112902445.T,B Cell,T
X231900112903027.T,CD4+ T cell,T
X231900112928036.T,Blood Cell,T
X231900126768046.T,Macrophage,T
X231900126792422.T,Effector/Memory CD8+ T cells,T
X231900126800612.T,CD4+ T cell,T
X231900127021987.T,T regulatory cells,T
X231900127029107.T,CD8+ T cell,T
X231900127381804.T,Exhausted CD8+ T cells,T
X231900127549731.T,Exhausted CD8+ T cells,T
X231900127553843.T,B Cell,T
X231900139634014.T,B Cell,T
X231900158486950.T,Exhausted CD8+ T cells,T
X231907628305836.T,Exhausted CD8+ T cells,T
X231907628379372.T,T regulatory cells,T
X231907628608740.T,Naive CD4+ T cells,T
X231907643017573.T,Macrophage,T
X231907643217774.T,B Cell,T
X231907643509998.T,B Cell,T
X231907643542244.T,Phagocytosis Macrophage,T
X231907643742517.T,Effector/Memory CD8+ T cells,T
X231907674474931.T,T regulatory cells,T
X231907674478876.T,LAMP3 cDC,T
X231907674995635.T,CD4+ T cell,T
X231907675028195.T,B Cell,T
X231917023775157.T,Macrophage,T
X231917024295198.T,CD4+ T cell,T
X231917038459819.T,Macrophage,T
X231917038717876.T,Macrophage,T
X231917038811499.T,Effector/Memory CD8+ T cells,T
X231917038984548.T,Normal Fibroblast,T
X231917050845547.T,B Cell,T
X231917051296557.T,CD4+ T cell,T
X231917069981427.T,CD4+ T cell,T
X231917070239469.T,CD4+ T cell,T
X232261695522531.T,CD4+ T cell,T
X232261709420253.T,CD8+ T cell,T
X232261709424563.T,Effector/Memory CD8+ T cells,T
X232261710211382.T,B Cell,T
X232261722003358.T,CD4+ T cell,T
X232261722785635.T,Phagocytosis Macrophage,T
X232301289421156.T,CD4+ T cell,T
X232301303617326.T,B Cell,T
X232301304077541.T,Macrophage,T
X232301304335070.T,CD4 or CD8 T cell,T
X232301316496694.T,CD4+ T cell,T
X232302631139101.T,Phagocytosis Macrophage,T
X232302646287717.T,B Cell,T
X232302646573862.T,Exhausted CD8+ T cells,T
X232302658411878.T,Macrophage,T
X232302658578868.T,Effector/Memory CD8+ T cells,T
X232302658664294.T,Macrophage,T
X232302677223795.T,CD4 or CD8 T cell,T
X232302677801885.T,Effector/Memory CD4+ T cells,T
X232311355553699.T,CD8+ T cell,T
X232311355819886.T,CD4 or CD8 T cell,T
X232311356016491.T,Effector/Memory CD4+ T cells,T
X232311370245853.T,B Cell,T
X232311370763635.T,CD4+ T cell,T
X232311383059868.T,Macrophage,T
X232318602951083.T,Effector/Memory CD4+ T cells,T
X232318603581685.T,CAFmyo,T
X232318617896820.T,Blood Cell,T
X232318617963740.T,CD4+ T cell,T
X232318618450804.T,Effector/Memory CD4+ T cells,T
X232318649645931.T,B Cell,T
X232318649947941.T,B Cell,T
X232318649952501.T,Effector/Memory CD8+ T cells,T
X232318649985261.T,Effector/Memory CD8+ T cells,T
X232321019201317.T,Exhausted CD8+ T cells,T
X232321033910627.T,CD4+ T cell,T
X232321033915251.T,CD4 or CD8 T cell,T
X232321034082524.T,B Cell,T
X232321034369908.T,Exhausted CD8+ T cells,T
X232321034403043.T,CD4+ T cell,T
X232321065113517.T,B Cell,T
X232321065282854.T,B Cell,T
X232321065348518.T,B Cell,T
X232321065610012.T,Exhausted CD8+ T cells,T
X232327461915941.T,CD4+ T cell,T
X232327476534107.T,CD8+ T cell,T
X232327488620893.T,CD4+ T cell,T
X232327488920294.T,CD8 T or NK cell,T
X232327489371053.T,Exhausted CD8+ T cells,T
X232327507536158.T,Effector/Memory CD4+ T cells,T
X232327507793630.T,T regulatory cells,T
X232327508082036.T,CAFinfla,T
X232328266640606.T,Pro-inflammatory Macrophage,T
X232328267152307.T,Stromal Cell,T
X232328281611700.T,CD8+ T cell,T
X232328281642796.T,Phagocytosis Macrophage,T
X232328281839332.T,Macrophage,T
X232328282172637.T,Exhausted CD8+ T cells,T
X232328294226739.T,Macrophage,T
X232328294754531.T,T regulatory cells,T
X232328313040227.T,CAFadi,T
X232328313386790.T,CD4+ T cell,T
X232328313395508.T,Effector/Memory CD8+ T cells,T
X232328313560485.T,CD4 or CD8 T cell,T
X232330279938859.T,CAFinfla,T
X232330279958373.T,Effector/Memory CD8+ T cells,T
X232330280221603.T,T regulatory cells,T
X232330280684844.T,B Cell,T
X232330295364339.T,CD4+ T cell,T
X232330295369060.T,T regulatory cells,T
X232330307193710.T,Blood Cell,T
X232330307492262.T,Exhausted CD8+ T cells,T
X232330307955422.T,B Cell,T
X232330326600091.T,Exhausted CD8+ T cells,T
X232330326817070.T,B Cell,T
X232438996618102.T,CD4+ T cell,T
X232438997104988.T,CD4+ T cell,T
X232439011261677.T,Exhausted CD8+ T cells,T
X232439011306806.T,Macrophage,T
X232439011458460.T,Macrophage,T
X232439011796707.T,pDC,T
X232439023524782.T,B Cell,T
X232439024073459.T,B Cell,T
X232439024143716.T,Phagocytosis Macrophage,T
X232439024376563.T,Tfh/Th1 helper CD4+ T cells,T
X232439043214710.T,CD4+ T cell,T
X232449733933302.T,Pro-angiogenesis Macrophage,T
X232449733933996.T,CD4 or CD8 T cell,T
X232449733938539.T,B Cell,T
X232449734044388.T,B Cell,T
X232449734523300.T,Effector/Memory CD8+ T cells,T
X232449760966558.T,Exhausted CD8+ T cells,T
X232449761266532.T,CD8+ T cell,T
X232449761565917.T,Exhausted CD8+ T cells,T
X232449780596068.T,CD4+ T cell,T
X232449780669787.T,B Cell,T
X232450538985900.T,CD4+ T cell,T
X232450539510582.T,B Cell,T
X232450539547492.T,Endothelial Cells,T
X232450554218348.T,CD4+ T cell,T
X232450554251693.T,B Cell,T
X232450585189158.T,B Cell,T
X232450585389412.T,CD4+ T cell,T
X232450585421662.T,CD8+ T cell,T
X234992234786100.T,Exhausted CD8+ T cells,T
X234992234813301.T,Endothelial Cells,T
X234992234851611.T,Mast cell,T
X235000944282548.T,Blood Cell,T
X235000944282846.T,Macrophage,T
X235000944318198.T,Blood Cell,T
X235000959196075.T,Exhausted CD8+ T cells,T
X235000959814363.T,Effector/Memory CD8+ T cells,T
X235000972299678.T,Endothelial Cells,T
X235000990653230.T,Macrophage,T
X235000990984036.T,Effector/Memory CD8+ T cells,T
X235007387056035.T,Effector/Memory CD4+ T cells,T
X235007387481908.T,Macrophage,T
X235007401650605.T,Macrophage,T
X235007402273051.T,CD4 or CD8 T cell,T
X235007414299421.T,T regulatory cells,T
X235007433136933.T,Exhausted CD8+ T cells,T
X235069797947820.T,Macrophage,T
X235069798804316.T,T regulatory cells,T
X235069812890539.T,Phagocytosis Macrophage,T
X235069813442804.T,B Cell,T
X235070737729973.T,T regulatory cells,T
X235070737837413.T,CD8+ T cell,T
X235070752185772.T,Exhausted CD8+ T cells,T
X235070752417636.T,CD8+ T cell,T
X235070752767259.T,B Cell,T
X235070764996902.T,CD4 or CD8 T cell,T
X235070765288307.T,CD4 or CD8 T cell,T
X235070783641381.T,Exhausted CD8+ T cells,T
X235070783867821.T,cDC1,T
X235070783897003.T,CD8+ T cell,T
X235070784167332.T,CD4+ T cell,T
X235122008935220.T,Macrophage,T
X235122009004333.T,Exhausted CD8+ T cells,T
X235122023685414.T,CD4+ T cell,T
X235122036230508.T,Exhausted CD8+ T cells,T
X235122036526436.T,Exhausted CD8+ T cells,T
X235129927748518.T,CD4 or CD8 T cell,T
X235129942730972.T,Exhausted CD8+ T cells,T
X235129955044725.T,Tfh/Th1 helper CD4+ T cells,T
X235129955084213.T,Exhausted CD8+ T cells,T
X235129955334453.T,LAMP3 cDC,T
X235129974188395.T,CD8+ T cell,T
X235129974410539.T,Exhausted CD8+ T cells,T
X235188983327531.T,B Cell,T
X235188983646068.T,Blood Cell,T
X235188998756661.T,CD8+ T cell,T
X235188998851427.T,Exhausted CD8+ T cells,T
X235189010848101.T,B Cell,T
X235189011101990.T,CD4+ T cell,T
X235189011109734.T,CAFinfla,T
X235198513371934.T,Effector/Memory CD8+ T cells,T
X235198513568045.T,Macrophage,T
X235198527792861.T,Natural killer cell,T
X235198540536236.T,Exhausted CD8+ T cells,T
X235198558883174.T,CD4+ T cell,T
X235198559730931.T,CAFinfla,T
X235199318383909.T,Endothelial Cells,T
X235199318387107.T,Exhausted CD8+ T cells,T
X235199318669100.T,B Cell,T
X235199318674291.T,CD8 T or NK cell,T
X235199333096667.T,Macrophage,T
X235199333362467.T,B Cell,T
X235199345317613.T,CD4+ T cell,T
X235199345420596.T,Normal Fibroblast,T
X235199345932190.T,Endothelial Cells,T
X235199346203884.T,B Cell,T
X235199364197614.T,Blood Cell,T
X235199364778229.T,B Cell,T
X235214351002926.T,T regulatory cells,T
X235214351289268.T,B Cell,T
X235214365186404.T,Phagocytosis Macrophage,T
X235214365473123.T,B Cell,T
X235214365473643.T,B cell or Plasmablast,T
X235214365735275.T,Macrophage,T
X235214377773788.T,Exhausted CD8+ T cells,T
X235214378322331.T,CD4+ T cell,T
X235214378329949.T,T regulatory cells,T
X235214396643228.T,Exhausted CD8+ T cells,T
X235214396669364.T,Phagocytosis Macrophage,T
X235214397422380.T,CD4 or CD8 T cell,T
X235214397454582.T,Tfh/Th1 helper CD4+ T cells,T
X235533386050276.T,Exhausted CD8+ T cells,T
X235533386082076.T,B Cell,T
X235533386279348.T,Exhausted CD8+ T cells,T
X235533400979742.T,B Cell,T
X235533401183972.T,Effector/Memory CD8+ T cells,T
X235533401221340.T,Effector/Memory CD8+ T cells,T
X235533413268206.T,CD8+ T cell,T
X235533413862236.T,Exhausted CD8+ T cells,T
X235533413862620.T,Effector/Memory CD8+ T cells,T
X235533414059294.T,B Cell,T
X235533432448876.T,CD8+ T cell,T
X235548418358686.T,Macrophage,T
X235548418391477.T,Effector/Memory CD8+ T cells,T
X235548418403115.T,Exhausted CD8+ T cells,T
X235548418403566.T,Exhausted CD8+ T cells,T
X235548418432349.T,Phagocytosis Macrophage,T
X235548433370468.T,T regulatory cells,T
X235548445628829.T,B Cell,T
X235548445661420.T,Naive CD8+ T cells,T
X235548446451566.T,B Cell,T
X235548465085283.T,CD4+ T cell,T
X235548465322206.T,Macrophage,T
X235550834314164.T,CD4+ T cell,T
X235550834604963.T,T regulatory cells,T
X235550834871589.T,Blood Cell,T
X235550834911604.T,B Cell,T
X235550861806309.T,CD4+ T cell,T
X235550862068060.T,Phagocytosis Macrophage,T
X235550880520924.T,Natural killer cell,T
X235559290554221.T,Exhausted CD8+ T cells,T
